date,市盈率(TTM),市盈率(静),市净率,市现率,总市值
2005-12-20,21.98,20.85,2.76,21.4,41.64
2005-12-21,21.64,20.53,2.72,21.07,41.0
2005-12-22,21.64,20.53,2.72,21.07,41.0
2005-12-23,21.51,20.41,2.7,20.95,40.76
2005-12-28,22.61,21.46,2.84,22.02,42.84
2005-12-29,22.23,21.09,2.79,21.65,42.12
2005-12-30,22.06,20.93,2.77,21.48,41.8
2006-01-03,23.96,22.74,3.01,23.34,45.4
2006-01-04,23.96,22.74,3.01,23.34,45.4
2006-01-05,24.43,23.18,3.07,23.79,46.28
2006-01-06,24.51,23.26,3.08,23.87,46.44
2006-01-09,24.43,23.18,3.07,23.79,46.28
2006-01-10,23.92,22.7,3.0,23.29,45.32
2006-01-11,23.29,22.1,2.92,22.68,44.12
2006-01-12,23.41,22.22,2.94,22.8,44.36
2006-01-13,23.71,22.5,2.98,23.09,44.92
2006-01-16,23.5,22.3,2.95,22.88,44.52
2006-01-17,22.87,21.7,2.87,22.27,43.32
2006-01-18,22.65,21.5,2.84,22.06,42.92
2006-01-19,23.75,22.54,2.98,23.13,45.0
2006-01-20,24.05,22.82,3.02,23.42,45.56
2006-01-23,24.26,23.02,3.04,23.62,45.96
2006-01-24,25.95,24.62,3.26,25.27,49.17
2006-01-25,25.66,24.34,3.22,24.98,48.61
2006-01-26,25.36,24.06,3.18,24.69,48.05
2006-01-27,26.12,24.78,3.28,25.43,49.49
2006-02-01,26.33,24.98,3.3,25.64,49.89
2006-02-02,26.16,24.82,3.28,25.48,49.57
2006-02-03,25.95,24.62,3.26,25.27,49.17
2006-02-06,25.82,24.5,3.24,25.15,48.93
2006-02-07,26.63,25.27,3.34,25.93,50.45
2006-02-08,25.27,23.98,3.17,24.61,47.89
2006-02-09,24.73,23.46,3.1,24.08,46.84
2006-02-10,25.06,23.78,3.15,24.41,47.48
2006-02-13,24.85,23.58,3.12,24.2,47.08
2006-02-14,24.3,23.06,3.05,23.66,46.04
2006-02-15,25.36,24.06,3.18,24.69,48.05
2006-02-16,25.36,24.06,3.18,24.69,48.05
2006-02-17,25.02,23.74,3.14,24.36,47.4
2006-02-20,25.15,23.86,3.16,24.49,47.64
2006-02-21,24.94,23.66,3.13,24.28,47.24
2006-02-22,24.81,23.54,3.11,24.16,47.0
2006-02-23,25.11,23.82,3.15,24.45,47.56
2006-02-24,25.23,23.94,3.17,24.57,47.81
2006-02-27,24.98,23.7,3.14,24.32,47.32
2006-02-28,24.51,23.26,3.08,23.87,46.44
2006-03-01,24.34,23.1,3.06,23.71,46.12
2006-03-02,24.51,23.26,3.08,23.87,46.44
2006-03-03,24.43,23.18,3.07,23.79,46.28
2006-03-06,24.51,23.26,3.08,23.87,46.44
2006-03-07,23.96,22.74,3.01,23.34,45.4
2006-03-08,23.67,22.46,2.97,23.05,44.84
2006-03-09,23.75,22.54,2.98,23.13,45.0
2006-03-10,24.13,22.9,3.03,23.5,45.72
2006-03-13,24.3,23.06,3.05,23.66,46.04
2006-03-14,23.46,22.26,2.94,22.84,44.44
2006-03-15,23.67,22.46,2.97,23.05,44.84
2006-03-16,24.01,22.78,3.01,23.38,45.48
2006-03-17,25.61,24.3,3.21,24.94,48.53
2006-03-20,25.32,24.02,3.18,24.65,47.97
2006-03-21,24.94,23.66,3.13,24.28,47.24
2006-03-22,24.18,22.94,3.03,23.54,45.8
2006-03-23,24.98,23.7,3.14,24.32,47.32
2006-03-24,24.85,23.58,3.12,24.2,47.08
2006-03-27,25.61,24.3,3.21,24.94,48.53
2006-03-28,24.94,23.66,3.13,24.28,47.24
2006-03-29,25.44,24.14,3.19,24.78,48.21
2006-03-30,26.54,25.19,3.33,25.85,50.29
2006-03-31,26.42,25.07,3.32,25.72,50.05
2006-04-03,27.13,25.75,3.41,26.42,51.41
2006-04-04,26.63,25.27,3.34,25.93,50.45
2006-04-06,27.77,26.35,3.49,27.04,52.61
2006-04-07,24.81,24.81,3.39,26.34,51.25
2006-04-10,24.19,24.19,3.31,25.68,49.97
2006-04-11,23.95,23.95,3.28,25.43,49.49
2006-04-12,22.95,22.95,3.14,24.36,47.4
2006-04-13,24.34,24.34,3.33,25.85,50.29
2006-04-18,22.6,22.6,3.09,23.99,46.68
2006-04-19,21.51,21.51,2.94,22.84,44.44
2006-04-20,22.33,22.33,3.06,23.71,46.12
2006-04-21,22.33,22.33,3.06,23.71,46.12
2006-04-24,21.55,21.55,2.95,22.88,44.52
2006-04-25,21.05,21.05,2.64,-94.8,43.48
2006-04-26,21.12,21.12,2.65,-95.15,43.64
2006-04-27,21.24,21.24,2.67,-95.67,43.88
2006-04-28,20.54,20.54,2.58,-92.53,42.44
2006-05-02,20.54,20.54,2.58,-92.53,42.44
2006-05-03,21.39,21.39,2.69,-96.37,44.2
2006-05-04,22.33,22.33,2.8,-100.56,46.12
2006-05-08,23.53,23.53,2.96,-105.98,48.61
