date,市盈率(TTM),市盈率(静),市净率,市现率,总市值
2015-11-27,6.78,6.76,1.46,4.39,8.42
2015-11-30,6.63,6.62,1.43,4.29,8.24
2015-12-01,6.59,6.58,1.42,4.27,8.19
2015-12-02,7.14,7.12,1.54,4.62,8.87
2015-12-03,7.64,7.63,1.65,4.95,9.5
2015-12-04,7.64,7.63,1.65,4.95,9.5
2015-12-07,7.39,7.38,1.59,4.78,9.18
2015-12-08,7.35,7.34,1.59,4.76,9.14
2015-12-09,7.54,7.52,1.62,4.88,9.36
2015-12-10,7.5,7.49,1.62,4.86,9.32
2015-12-11,7.32,7.3,1.58,4.74,9.09
2015-12-14,7.06,7.05,1.52,4.57,8.78
2015-12-15,7.03,7.02,1.52,4.55,8.73
2015-12-16,6.92,6.91,1.49,4.48,8.6
2015-12-17,7.25,7.23,1.56,4.69,9.0
2015-12-18,7.17,7.16,1.55,4.64,8.91
2015-12-21,7.28,7.27,1.57,4.71,9.05
2015-12-22,7.06,7.05,1.52,4.57,8.78
2015-12-23,7.03,7.02,1.52,4.55,8.73
2015-12-24,6.99,6.98,1.51,4.53,8.69
2015-12-28,6.88,6.87,1.48,4.46,8.55
2015-12-29,7.1,7.09,1.53,4.6,8.82
2015-12-30,6.99,6.98,1.51,4.53,8.69
2015-12-31,7.06,7.05,1.52,4.57,8.78
2016-01-04,6.81,6.8,1.47,4.41,8.46
2016-01-05,6.63,6.62,1.43,4.29,8.24
2016-01-06,6.67,6.65,1.44,4.32,8.28
2016-01-07,6.41,6.4,1.38,4.15,7.97
2016-01-08,6.3,6.29,1.36,4.08,7.83
2016-01-11,6.27,6.26,1.35,4.06,7.79
2016-01-12,6.23,6.22,1.34,4.03,7.74
2016-01-13,6.38,6.36,1.37,4.13,7.92
2016-01-14,6.23,6.22,1.34,4.03,7.74
2016-01-15,5.94,5.93,1.28,3.85,7.38
2016-01-18,5.72,5.71,1.23,3.71,7.11
2016-01-19,5.54,5.53,1.19,3.59,6.89
2016-01-20,5.36,5.35,1.16,3.47,6.66
2016-01-21,5.4,5.39,1.16,3.49,6.71
2016-01-22,5.36,5.35,1.16,3.47,6.66
2016-01-25,5.4,5.39,1.16,3.49,6.71
2016-01-26,5.33,5.32,1.15,3.45,6.62
2016-01-27,5.29,5.28,1.14,3.42,6.57
2016-01-28,5.07,5.06,1.09,3.28,6.3
2016-01-29,4.93,4.92,1.06,3.19,6.12
2016-02-01,5.04,5.03,1.09,3.26,6.26
2016-02-02,4.93,4.92,1.06,3.19,6.12
2016-02-03,4.82,4.81,1.04,3.12,5.99
2016-02-04,4.67,4.66,1.01,3.03,5.81
2016-02-05,4.82,4.81,1.04,3.12,5.99
2016-02-11,4.64,4.63,1.0,3.0,5.76
2016-02-12,4.67,4.66,1.01,3.03,5.81
2016-02-15,4.6,4.59,0.99,2.98,5.72
2016-02-16,4.71,4.7,1.02,3.05,5.85
2016-02-17,4.64,4.63,1.0,3.0,5.76
2016-02-18,4.71,4.7,1.02,3.05,5.85
2016-02-19,4.64,4.63,1.0,3.0,5.76
2016-02-22,4.82,4.81,1.04,3.12,5.99
2016-02-23,4.78,4.77,1.03,3.1,5.94
2016-02-24,4.71,4.7,1.02,3.05,5.85
2016-02-25,4.6,4.59,0.99,2.98,5.72
2016-02-26,4.6,4.59,0.99,2.98,5.72
2016-02-29,4.46,4.45,0.96,2.88,5.54
2016-03-01,4.53,4.52,0.98,2.93,5.63
2016-03-02,4.53,4.52,0.98,2.93,5.63
2016-03-03,4.6,4.59,0.99,2.98,5.72
2016-03-04,4.71,4.7,1.02,3.05,5.85
2016-03-07,4.75,4.74,1.02,3.07,5.9
2016-03-08,4.89,4.88,1.05,3.17,6.08
2016-03-09,4.96,4.95,1.07,3.21,6.17
2016-03-10,5.04,5.03,1.09,3.26,6.26
2016-03-11,5.14,5.14,1.11,3.33,6.39
2016-03-14,5.25,5.24,1.13,3.4,6.53
2016-03-15,5.11,5.1,1.1,3.31,6.35
2016-03-16,5.04,5.03,1.09,3.26,6.26
2016-03-17,5.33,5.32,1.15,3.45,6.62
2016-03-18,5.36,5.35,1.16,3.47,6.66
2016-03-21,5.88,5.88,0.99,3.96,7.61
2016-03-22,5.53,5.53,0.93,3.73,7.16
2016-03-23,5.25,5.25,0.89,3.54,6.8
2016-03-24,5.21,5.21,0.88,3.52,6.75
2016-03-29,5.32,5.32,0.9,3.59,6.89
2016-03-30,5.28,5.28,0.89,3.57,6.84
2016-03-31,5.18,5.18,0.87,3.49,6.71
2016-04-01,5.32,5.32,0.9,3.59,6.89
2016-04-05,5.18,5.18,0.87,3.49,6.71
2016-04-06,5.11,5.11,0.86,3.45,6.62
2016-04-07,5.04,5.04,0.85,3.4,6.53
2016-04-08,4.83,4.83,0.81,3.26,6.26
2016-04-11,5.01,5.01,0.84,3.38,6.48
2016-04-12,4.97,4.97,0.84,3.35,6.44
2016-04-13,5.04,5.04,0.85,3.4,6.53
2016-04-14,5.08,5.08,0.86,3.42,6.57
2016-04-15,5.08,5.08,0.86,3.42,6.57
2016-04-18,5.08,5.08,0.86,3.42,6.57
2016-04-19,5.08,5.08,0.86,3.42,6.57
2016-04-20,4.97,4.97,0.84,3.35,6.44
2016-04-21,5.04,5.04,0.85,3.4,6.53
2016-04-22,5.11,5.11,0.86,3.45,6.62
2016-04-25,5.11,5.11,0.86,3.45,6.62
2016-04-26,5.04,5.04,0.85,3.4,6.53
2016-04-27,5.01,5.01,0.84,3.38,6.48
2016-04-28,5.08,5.08,0.86,3.72,6.57
2016-04-29,5.01,5.01,0.84,3.67,6.48
2016-05-03,4.94,4.94,0.83,3.62,6.39
2016-05-04,4.94,4.94,0.83,3.62,6.39
2016-05-05,5.11,5.11,0.86,3.75,6.62
2016-05-06,4.97,4.97,0.84,3.65,6.44
2016-05-09,5.04,5.04,0.85,3.7,6.53
2016-05-10,5.01,5.01,0.84,3.67,6.48
2016-05-11,5.04,5.04,0.85,3.7,6.53
2016-05-12,5.08,5.08,0.86,3.72,6.57
2016-05-13,4.9,4.9,0.83,3.59,6.35
2016-05-16,4.97,4.97,0.84,3.65,6.44
2016-05-17,4.97,4.97,0.84,3.65,6.44
2016-05-18,4.97,4.97,0.84,3.65,6.44
2016-05-19,5.04,5.04,0.85,3.7,6.53
2016-05-20,4.94,4.94,0.83,3.62,6.39
2016-05-23,5.04,5.04,0.85,3.7,6.53
2016-05-24,5.15,5.15,0.87,3.77,6.66
2016-05-25,5.11,5.11,0.86,3.75,6.62
2016-05-26,5.08,5.08,0.86,3.72,6.57
2016-05-27,5.28,5.28,0.89,3.88,6.84
2016-05-30,5.25,5.25,0.89,3.85,6.8
2016-05-31,5.42,5.42,0.91,3.98,7.02
2016-06-01,5.42,5.42,0.91,3.98,7.02
2016-06-02,5.35,5.35,0.9,3.93,6.93
2016-06-03,5.49,5.49,0.93,4.03,7.11
2016-06-06,5.63,5.63,0.95,4.13,7.29
2016-06-07,5.53,5.53,0.93,4.05,7.16
2016-06-08,5.6,5.6,0.94,4.1,7.25
2016-06-10,5.39,5.39,0.91,3.95,6.98
2016-06-13,5.21,5.21,0.88,3.82,6.75
2016-06-14,5.25,5.25,0.89,3.85,6.8
2016-06-15,5.21,5.21,0.88,3.82,6.75
2016-06-16,5.11,5.11,0.86,3.75,6.62
2016-06-17,5.18,5.18,0.87,3.8,6.71
2016-06-20,5.08,5.08,0.86,3.72,6.57
2016-06-21,5.04,5.04,0.85,3.7,6.53
2016-06-22,4.94,4.94,0.83,3.62,6.39
2016-06-23,5.08,5.08,0.86,3.72,6.57
2016-06-24,4.94,4.94,0.83,3.62,6.39
2016-06-27,5.11,5.11,0.86,3.75,6.62
2016-06-28,5.01,5.01,0.84,3.67,6.48
2016-06-29,5.15,5.15,0.87,3.77,6.66
2016-06-30,5.21,5.21,0.88,3.82,6.75
2016-07-04,5.18,5.18,0.87,3.8,6.71
2016-07-05,5.15,5.15,0.87,3.77,6.66
2016-07-06,4.83,4.83,0.81,3.54,6.26
2016-07-07,4.94,4.94,0.83,3.62,6.39
2016-07-08,4.87,4.87,0.82,3.57,6.3
2016-07-11,4.73,4.73,0.8,3.47,6.12
2016-07-12,4.66,4.66,0.79,3.42,6.03
2016-07-13,4.55,4.55,0.77,3.34,5.9
2016-07-14,4.45,4.45,0.75,3.26,5.76
2016-07-15,4.35,4.35,0.73,3.19,5.63
2016-07-18,4.35,4.35,0.73,3.19,5.63
2016-07-19,4.35,4.35,0.73,3.19,5.63
2016-07-20,4.45,4.45,0.75,3.26,5.76
2016-07-21,4.45,4.45,0.75,3.26,5.76
2016-07-22,4.42,4.42,0.74,3.24,5.72
2016-07-25,4.42,4.42,0.74,3.24,5.72
2016-07-26,4.42,4.42,0.74,3.24,5.72
2016-07-27,4.45,4.45,0.75,3.26,5.76
2016-07-28,4.45,4.45,0.75,3.26,5.76
2016-07-29,4.38,4.38,0.74,3.21,5.67
2016-08-01,4.42,4.42,0.74,3.24,5.72
2016-08-03,4.59,4.59,0.77,3.37,5.94
2016-08-04,4.76,4.76,0.8,3.49,6.17
2016-08-05,4.97,4.97,0.84,3.65,6.44
2016-08-08,5.25,5.25,0.89,3.85,6.8
2016-08-09,5.74,5.74,0.97,4.21,7.43
2016-08-10,5.6,5.6,0.94,4.1,7.25
2016-08-11,5.67,5.67,0.96,4.16,7.34
2016-08-12,5.63,5.63,0.95,4.13,7.29
2016-08-15,5.6,5.6,0.94,4.1,7.25
2016-08-16,5.56,5.56,0.94,4.08,7.2
2016-08-17,5.46,5.46,0.92,4.0,7.07
2016-08-18,5.6,5.6,0.94,4.1,7.25
2016-08-19,5.6,5.6,0.94,4.1,7.25
2016-08-22,5.6,5.6,0.94,4.1,7.25
2016-08-23,5.56,5.56,0.94,4.08,7.2
2016-08-24,5.94,5.94,1.0,4.36,7.7
2016-08-25,5.01,6.47,1.03,4.74,8.37
2016-08-26,4.87,6.29,1.0,4.61,8.15
2016-08-29,4.85,6.26,1.0,4.59,8.1
2016-08-30,5.82,7.51,1.2,5.51,9.72
2016-08-31,5.68,7.34,1.17,5.38,9.5
2016-09-01,5.65,7.3,1.16,5.35,9.45
2016-09-02,5.47,7.06,1.13,5.18,9.14
2016-09-05,5.41,6.99,1.11,5.12,9.05
2016-09-06,5.39,6.95,1.11,5.1,9.0
2016-09-07,5.41,6.99,1.11,5.12,9.05
2016-09-08,5.22,6.74,1.08,4.95,8.73
2016-09-09,5.22,6.74,1.08,4.95,8.73
2016-09-12,4.93,6.36,1.01,4.67,8.24
2016-09-13,4.82,6.22,0.99,4.56,8.06
2016-09-14,4.85,6.26,1.0,4.59,8.1
2016-09-15,4.82,6.22,0.99,4.56,8.06
2016-09-19,4.87,6.29,1.0,4.61,8.15
2016-09-20,5.12,6.61,1.05,4.84,8.55
2016-09-21,5.12,6.61,1.05,4.84,8.55
2016-09-22,5.09,6.57,1.05,4.82,8.51
2016-09-23,5.04,6.5,1.04,4.77,8.42
2016-09-26,4.87,6.29,1.0,4.61,8.15
2016-09-27,4.98,6.43,1.03,4.72,8.33
2016-09-28,4.93,6.36,1.01,4.67,8.24
2016-09-29,4.93,6.36,1.01,4.67,8.24
2016-09-30,4.82,6.22,0.99,4.56,8.06
2016-10-03,4.55,5.88,0.94,4.31,7.61
2016-10-04,4.42,5.7,0.91,4.18,7.38
2016-10-05,4.55,5.88,0.94,4.31,7.61
2016-10-06,4.63,5.98,0.95,4.38,7.74
2016-10-07,4.58,5.91,0.94,4.33,7.65
2016-10-11,4.63,5.98,0.95,4.38,7.74
2016-10-12,4.55,5.88,0.94,4.31,7.61
2016-10-13,4.58,5.91,0.94,4.33,7.65
2016-10-14,4.6,5.94,0.95,4.36,7.7
2016-10-17,4.58,5.91,0.94,4.33,7.65
2016-10-18,4.55,5.88,0.94,4.31,7.61
2016-10-19,4.63,5.98,0.95,4.38,7.74
2016-10-20,4.58,5.91,0.94,4.33,7.65
2016-10-24,4.69,6.05,0.96,4.44,7.83
2016-10-25,4.85,6.26,1.0,4.59,8.1
2016-10-26,4.79,6.19,0.99,4.54,8.01
2016-10-27,4.82,6.22,0.99,4.56,8.06
2016-10-28,4.63,5.98,0.95,4.38,7.74
2016-10-31,4.69,6.05,0.96,4.44,7.83
2016-11-01,4.58,5.91,0.94,4.33,7.65
2016-11-02,4.58,5.91,0.94,4.33,7.65
2016-11-03,4.58,5.91,0.94,4.33,7.65
2016-11-04,4.58,5.91,0.94,4.33,7.65
2016-11-07,4.6,5.94,0.95,4.36,7.7
2016-11-08,4.58,5.91,0.94,4.33,7.65
2016-11-09,4.44,5.74,0.91,4.21,7.43
2016-11-10,4.55,5.88,0.94,4.31,7.61
2016-11-11,4.47,5.77,0.92,4.23,7.47
2016-11-14,4.42,5.7,0.91,4.18,7.38
2016-11-15,4.39,5.67,0.9,4.16,7.34
2016-11-16,4.66,6.01,0.96,4.41,7.79
2016-11-17,4.63,5.98,0.95,4.38,7.74
2016-11-18,4.6,5.94,0.95,4.36,7.7
2016-11-21,4.66,6.01,0.96,4.41,7.79
2016-11-22,4.66,6.01,0.96,4.41,7.79
2016-11-23,4.6,5.94,0.95,4.36,7.7
2016-11-24,4.66,6.01,0.96,4.41,7.79
2016-11-25,4.77,6.15,0.98,4.51,7.97
2016-11-28,4.74,6.12,0.98,4.49,7.92
2016-11-29,4.77,6.15,0.98,4.51,7.97
2016-11-30,4.9,6.33,1.01,4.64,8.19
2016-12-01,4.82,6.22,0.99,4.56,8.06
2016-12-02,4.9,6.33,1.01,4.64,8.19
2016-12-05,4.85,6.26,1.0,4.59,8.1
2016-12-06,4.87,6.29,1.0,4.61,8.15
2016-12-07,4.87,6.29,1.0,4.61,8.15
2016-12-08,4.9,6.33,1.01,4.64,8.19
2016-12-09,4.87,6.29,1.0,4.61,8.15
2016-12-12,4.79,6.19,0.99,4.54,8.01
2016-12-13,4.71,6.08,0.97,4.46,7.88
2016-12-14,4.71,6.08,0.97,4.46,7.88
2016-12-15,4.69,6.05,0.96,4.44,7.83
2016-12-16,4.69,6.05,0.96,4.44,7.83
2016-12-19,4.63,5.98,0.95,4.38,7.74
2016-12-20,4.58,5.91,0.94,4.33,7.65
2016-12-21,4.6,5.94,0.95,4.36,7.7
2016-12-22,4.63,5.98,0.95,4.38,7.74
2016-12-23,4.6,5.94,0.95,4.36,7.7
2016-12-28,4.63,5.98,0.95,4.38,7.74
2016-12-29,4.58,5.91,0.94,4.33,7.65
2016-12-30,4.63,5.98,0.95,4.38,7.74
2017-01-03,4.63,5.98,0.95,4.38,7.74
2017-01-04,4.66,6.01,0.96,4.41,7.79
2017-01-05,4.66,6.01,0.96,4.41,7.79
2017-01-06,4.6,5.94,0.95,4.36,7.7
2017-01-09,4.58,5.91,0.94,4.33,7.65
2017-01-10,4.58,5.91,0.94,4.33,7.65
2017-01-11,4.5,5.81,0.93,4.26,7.52
2017-01-12,4.39,5.67,0.9,4.16,7.34
2017-01-13,4.39,5.67,0.9,4.16,7.34
2017-01-16,4.42,5.7,0.91,4.18,7.38
2017-01-17,4.44,5.74,0.91,4.21,7.43
2017-01-18,4.47,5.77,0.92,4.23,7.47
2017-01-19,4.44,5.74,0.91,4.21,7.43
2017-01-20,4.44,5.74,0.91,4.21,7.43
2017-01-23,4.52,5.84,0.93,4.28,7.56
2017-01-24,4.47,5.77,0.92,4.23,7.47
2017-01-25,4.6,5.94,0.95,4.36,7.7
2017-01-26,4.58,5.91,0.94,4.33,7.65
2017-01-27,4.58,5.91,0.94,4.33,7.65
2017-02-01,4.66,6.01,0.96,4.41,7.79
2017-02-02,4.63,5.98,0.95,4.38,7.74
2017-02-03,4.63,5.98,0.95,4.38,7.74
2017-02-06,4.6,5.94,0.95,4.36,7.7
2017-02-07,4.63,5.98,0.95,4.38,7.74
2017-02-08,4.66,6.01,0.96,4.41,7.79
2017-02-09,4.71,6.08,0.97,4.46,7.88
2017-02-10,4.71,6.08,0.97,4.46,7.88
2017-02-13,4.69,6.05,0.96,4.44,7.83
2017-02-14,4.66,6.01,0.96,4.41,7.79
2017-02-15,4.69,6.05,0.96,4.44,7.83
2017-02-16,4.58,5.91,0.94,4.33,7.65
2017-02-17,4.52,5.84,0.93,4.28,7.56
2017-02-20,4.42,5.7,0.91,4.18,7.38
2017-02-21,4.39,5.67,0.9,4.16,7.34
2017-02-22,4.39,5.67,0.9,4.16,7.34
2017-02-23,4.39,5.67,0.9,4.16,7.34
2017-02-24,4.44,5.74,0.91,4.21,7.43
2017-02-27,4.47,5.77,0.92,4.23,7.47
2017-02-28,4.55,5.88,0.94,4.31,7.61
2017-03-01,4.55,5.88,0.94,4.31,7.61
2017-03-02,4.5,5.81,0.93,4.26,7.52
2017-03-03,4.52,5.84,0.93,4.28,7.56
2017-03-06,4.52,5.84,0.93,4.28,7.56
2017-03-07,4.55,5.88,0.94,4.31,7.61
2017-03-08,4.69,6.05,0.96,4.44,7.83
2017-03-09,4.58,5.91,0.94,4.33,7.65
