date,市盈率(TTM),市盈率(静),市净率,市现率,总市值
2020-07-09,28.63,22.23,3.11,-121.79,39.44
2020-07-10,27.93,21.68,3.03,-118.8,38.47
2020-07-13,28.79,22.35,3.12,-122.47,39.66
2020-07-14,28.09,21.8,3.05,-119.48,38.69
2020-07-15,29.82,23.14,3.23,-126.82,41.07
2020-07-16,28.06,21.78,3.04,-119.35,38.65
2020-07-17,28.22,21.9,3.06,-120.03,38.87
2020-07-20,27.8,21.58,3.02,-118.26,38.3
2020-07-21,27.48,21.33,2.98,-116.9,37.86
2020-07-22,26.97,20.94,2.93,-114.73,37.15
2020-07-23,27.04,20.99,2.93,-115.0,37.24
2020-07-24,25.63,19.89,2.78,-109.02,35.3
2020-07-27,24.77,19.23,2.69,-105.35,34.11
2020-07-28,25.28,19.62,2.74,-107.52,34.82
2020-07-29,25.41,19.72,2.76,-108.07,35.0
2020-07-30,25.92,20.12,2.81,-110.24,35.7
2020-07-31,25.66,19.92,2.78,-109.15,35.35
2020-08-03,25.53,19.82,2.77,-108.61,35.17
2020-08-04,25.12,19.5,2.72,-106.84,34.6
2020-08-05,25.37,19.7,2.75,-107.93,34.95
2020-08-06,29.75,23.09,3.23,-126.55,40.98
2020-08-07,29.21,22.67,3.17,-124.24,40.23
2020-08-10,28.76,22.33,3.12,-122.34,39.62
2020-08-11,28.15,21.85,3.05,-119.76,38.78
2020-08-12,28.06,21.78,3.04,-119.35,38.65
2020-08-13,27.52,21.36,2.98,-117.04,37.9
2020-08-14,27.52,21.36,2.98,-117.04,37.9
2020-08-17,27.58,21.41,2.99,-117.31,37.99
2020-08-18,27.29,21.18,2.96,-116.09,37.59
2020-08-19,26.84,20.84,2.91,-114.18,36.98
2020-08-20,26.33,20.44,2.86,-112.01,36.27
2020-08-21,26.08,20.24,2.83,-110.92,35.92
2020-08-24,26.05,20.22,2.82,-110.78,35.88
2020-08-25,25.25,19.6,2.74,-107.39,34.77
2020-08-26,25.28,19.62,2.74,-107.52,34.82
2020-08-27,25.73,19.97,2.79,-109.42,35.44
2020-08-28,20.03,20.29,2.83,-111.19,36.01
2020-08-31,19.86,20.12,2.8,-110.24,35.7
2020-09-01,19.42,19.67,2.74,-107.79,34.91
2020-09-02,19.4,19.65,2.74,-107.66,34.86
2020-09-03,19.25,19.5,2.72,-106.84,34.6
2020-09-04,19.03,19.27,2.69,-105.62,34.2
2020-09-07,18.54,18.78,2.62,-102.9,33.32
2020-09-08,18.17,18.41,2.57,-100.86,32.66
2020-09-09,17.39,17.61,2.46,-96.51,31.25
2020-09-10,17.0,17.22,2.4,-94.34,30.55
2020-09-11,17.02,17.24,2.4,-94.47,30.59
2020-09-14,17.37,17.59,2.45,-96.38,31.21
2020-09-15,17.59,17.81,2.48,-97.6,31.61
2020-09-16,18.22,18.46,2.57,-101.13,32.75
2020-09-17,17.44,17.66,2.46,-96.78,31.34
2020-09-18,17.61,17.84,2.49,-97.73,31.65
2020-09-21,17.05,17.27,2.41,-94.61,30.64
2020-09-22,17.73,17.96,2.5,-98.41,31.87
2020-09-23,18.47,18.7,2.61,-102.49,33.19
2020-09-24,18.0,18.23,2.54,-99.91,32.35
2020-09-25,17.63,17.86,2.49,-97.87,31.69
2020-09-28,17.22,17.44,2.43,-95.56,30.95
2020-09-29,17.14,17.36,2.42,-95.15,30.81
2020-09-30,17.32,17.54,2.44,-96.1,31.12
2020-10-05,17.88,18.11,2.52,-99.23,32.13
2020-10-06,18.15,18.38,2.56,-100.73,32.62
2020-10-07,18.0,18.23,2.54,-99.91,32.35
