date,市盈率(TTM),市盈率(静),市净率,市现率,总市值
2012-11-30,9.07,7.62,2.02,-7.11,83.32
2012-12-03,8.94,7.51,2.0,-7.01,82.19
2012-12-04,8.7,7.31,1.94,-6.82,79.92
2012-12-05,8.88,7.46,1.98,-6.96,81.62
2012-12-06,8.88,7.46,1.98,-6.96,81.62
2012-12-07,8.94,7.51,2.0,-7.01,82.19
2012-12-10,8.94,7.51,2.0,-7.01,82.19
2012-12-11,8.94,7.51,2.0,-7.01,82.19
2012-12-12,8.94,7.51,2.0,-7.01,82.19
2012-12-13,9.19,7.72,2.05,-7.2,84.45
2012-12-14,9.07,7.62,2.02,-7.11,83.32
2012-12-17,8.88,7.46,1.98,-6.96,81.62
2012-12-18,8.7,7.31,1.94,-6.82,79.92
2012-12-19,8.76,7.36,1.96,-6.86,80.49
2012-12-20,8.7,7.31,1.94,-6.82,79.92
2012-12-21,8.57,7.2,1.91,-6.72,78.79
2012-12-24,8.88,7.46,1.98,-6.96,81.62
2012-12-27,8.88,7.46,1.98,-6.96,81.62
2012-12-28,8.94,7.51,2.0,-7.01,82.19
2012-12-31,9.19,7.72,2.05,-7.2,84.45
2013-01-02,9.81,8.24,2.19,-7.69,90.12
2013-01-03,9.5,7.98,2.12,-7.44,87.29
2013-01-04,9.56,8.03,2.13,-7.49,87.85
2013-01-07,10.24,8.6,2.29,-8.02,94.09
2013-01-08,9.93,8.34,2.22,-7.78,91.25
2013-01-09,10.05,8.45,2.24,-7.88,92.39
2013-01-10,10.3,8.65,2.3,-8.07,94.66
2013-01-11,9.93,8.34,2.22,-7.78,91.25
2013-01-14,10.05,8.45,2.24,-7.88,92.39
2013-01-15,10.24,8.6,2.29,-8.02,94.09
2013-01-16,10.61,8.91,2.37,-8.31,97.49
2013-01-17,10.24,8.6,2.29,-8.02,94.09
2013-01-18,10.36,8.7,2.31,-8.12,95.22
2013-01-21,10.49,8.81,2.34,-8.22,96.36
2013-01-22,10.36,8.7,2.31,-8.12,95.22
2013-01-23,10.61,8.91,2.37,-8.31,97.49
2013-01-24,10.3,8.65,2.3,-8.07,94.66
2013-01-25,9.44,7.93,2.11,-7.4,86.72
2013-01-28,9.56,8.03,2.13,-7.49,87.85
2013-01-29,9.5,7.98,2.12,-7.44,87.29
2013-01-30,9.75,8.19,2.18,-7.64,89.55
2013-01-31,9.44,7.93,2.11,-7.4,86.72
2013-02-01,9.07,7.62,2.02,-7.11,83.32
2013-02-04,8.88,7.46,1.98,-6.96,81.62
2013-02-05,8.88,7.46,1.98,-6.96,81.62
2013-02-06,9.25,7.77,2.07,-7.25,85.02
2013-02-07,9.13,7.67,2.04,-7.15,83.89
2013-02-08,9.07,7.62,2.02,-7.11,83.32
2013-02-14,9.13,7.67,2.04,-7.15,83.89
2013-02-15,9.38,7.88,2.09,-7.35,86.15
2013-02-18,9.07,7.62,2.02,-7.11,83.32
2013-02-19,8.64,7.25,1.93,-6.77,79.35
2013-02-20,8.94,7.51,2.0,-7.01,82.19
2013-02-21,8.7,7.31,1.94,-6.82,79.92
