date,市盈率(TTM),市盈率(静),市净率,市现率,总市值
2021-07-02,-46.66,-56.1,16.42,-113.65,546.87
2021-07-05,-43.08,-51.8,15.16,-104.92,504.87
2021-07-06,-40.83,-49.1,14.37,-99.46,478.56
2021-07-07,-40.26,-48.4,14.17,-98.05,471.77
2021-07-08,-41.23,-49.58,14.51,-100.43,483.23
2021-07-09,-41.49,-49.88,14.6,-101.04,486.2
2021-07-12,-41.27,-49.62,14.52,-100.52,483.65
2021-07-13,-41.85,-50.32,14.73,-101.93,490.44
2021-07-14,-41.6,-50.01,14.64,-101.31,487.47
2021-07-15,-44.65,-53.68,15.71,-108.74,523.22
2021-07-16,-46.6,-56.03,16.4,-113.5,546.12
2021-07-19,-46.93,-56.43,16.52,-114.31,550.01
2021-07-20,-47.45,-57.05,16.7,-115.56,556.06
2021-07-21,-49.51,-59.53,17.43,-120.59,580.25
2021-07-22,-52.61,-63.25,18.52,-128.13,616.55
2021-07-23,-50.36,-60.55,17.72,-122.66,590.19
2021-07-26,-49.36,-59.35,17.37,-120.23,578.53
2021-07-27,-44.65,-53.68,15.71,-108.74,523.22
2021-07-28,-41.17,-58.51,7.46,-118.53,570.32
2021-07-29,-48.4,-68.79,8.77,-139.36,670.55
2021-07-30,-44.04,-62.59,7.98,-126.79,610.07
2021-08-02,-41.98,-59.66,7.61,-120.86,581.55
2021-08-03,-42.42,-60.28,7.69,-122.12,587.6
2021-08-04,-41.67,-59.22,7.55,-119.96,577.23
2021-08-05,-40.86,-58.07,7.4,-117.63,566.0
2021-08-06,-41.17,-58.51,7.46,-118.53,570.32
2021-08-09,-41.67,-59.22,7.55,-119.96,577.23
2021-08-10,-41.92,-59.57,7.59,-120.68,580.69
2021-08-11,-41.48,-58.95,7.52,-119.42,574.64
2021-08-12,-39.86,-56.65,7.22,-114.76,552.17
2021-08-13,-40.01,-56.87,7.25,-115.2,554.33
2021-08-16,-38.36,-54.52,6.95,-110.44,531.43
2021-08-17,-38.8,-55.14,7.03,-111.7,537.48
2021-08-18,-39.33,-55.89,7.13,-113.23,544.82
2021-08-19,-38.99,-55.41,7.06,-112.24,540.07
2021-08-20,-35.93,-51.06,6.51,-103.44,497.73
2021-08-23,-36.62,-52.04,6.63,-105.42,507.24
2021-08-24,-37.36,-53.1,6.77,-107.57,517.61
2021-08-25,-37.08,-52.7,6.72,-106.76,513.72
2021-08-26,-36.33,-51.64,6.58,-104.61,503.35
2021-08-27,-35.96,-51.11,6.52,-103.53,498.16
2021-08-30,-36.65,-52.08,6.64,-105.51,507.67
2021-08-31,-36.55,-51.95,6.62,-105.24,506.37
2021-09-01,-38.68,-54.98,7.01,-111.38,535.91
2021-09-02,-39.43,-56.04,7.14,-113.53,546.28
2021-09-03,-40.99,-58.26,7.43,-118.02,567.89
2021-09-06,-41.37,-58.79,7.5,-119.1,573.08
2021-09-07,-40.46,-57.51,7.33,-116.49,560.54
2021-09-08,-38.19,-54.27,6.92,-109.94,528.99
2021-09-09,-37.94,-53.92,6.87,-109.22,525.54
2021-09-10,-38.12,-54.18,6.91,-109.76,528.13
2021-09-13,-39.34,-55.91,7.13,-113.26,544.98
2021-09-14,-38.47,-54.67,6.97,-110.75,532.88
2021-09-15,-37.94,-53.92,6.87,-109.22,525.54
2021-09-16,-37.25,-52.94,6.75,-107.24,516.03
2021-09-17,-37.5,-53.3,6.79,-107.96,519.48
2021-09-20,-38.06,-54.09,6.9,-109.58,527.26
2021-09-21,-37.78,-53.69,6.85,-108.77,523.37
2021-09-23,-36.59,-52.01,6.63,-105.36,506.95
2021-09-24,-36.63,-52.05,6.64,-105.45,507.38
2021-09-27,-35.91,-51.03,6.51,-103.38,497.44
2021-09-28,-36.38,-51.7,6.59,-104.73,503.93
2021-09-29,-36.1,-51.3,6.54,-103.92,500.04
2021-09-30,-35.57,-50.55,6.44,-102.39,492.69
2021-10-04,-33.51,-47.62,6.07,-96.47,464.19
2021-10-05,-32.38,-46.03,5.87,-93.24,448.63
2021-10-06,-32.6,-46.34,5.91,-93.87,451.66
2021-10-07,-32.6,-46.34,5.91,-93.87,451.66
2021-10-08,-33.04,-46.96,5.99,-95.12,457.71
2021-10-11,-32.32,-45.94,5.86,-93.06,447.77
2021-10-12,-31.76,-45.14,5.75,-91.44,439.99
2021-10-15,-30.92,-43.94,5.6,-89.02,428.32
