date,市盈率(TTM),市盈率(静),市净率,市现率,总市值
2022-12-23,37.18,24.09,10.53,24.35,49.38
2022-12-28,37.26,24.13,10.55,24.4,49.48
2022-12-29,45.83,29.69,12.98,30.02,60.87
2022-12-30,50.27,32.56,14.23,32.92,66.76
2023-01-03,44.35,28.73,12.56,29.05,58.9
2023-01-04,40.06,25.95,11.35,26.24,53.21
2023-01-05,39.92,25.86,11.3,26.14,53.01
2023-01-06,39.4,25.52,11.16,25.8,52.33
2023-01-09,38.07,24.66,10.78,24.93,50.56
2023-01-10,37.92,24.57,10.74,24.84,50.36
2023-01-11,37.99,24.61,10.76,24.88,50.46
2023-01-12,39.77,25.76,11.26,26.05,52.82
2023-01-13,42.43,27.49,12.01,27.79,56.35
2023-01-16,41.99,27.2,11.89,27.5,55.76
2023-01-17,41.62,26.96,11.78,27.26,55.27
2023-01-18,45.95,29.76,13.01,30.09,61.18
2023-01-19,43.87,28.42,12.42,28.73,58.41
2023-01-20,43.35,28.08,12.28,28.39,57.72
2023-01-26,46.17,29.91,13.07,30.24,61.47
2023-01-27,45.35,29.38,12.84,29.7,60.39
2023-01-30,45.06,29.19,12.76,29.51,59.99
2023-01-31,41.87,27.12,11.86,27.42,55.75
2023-02-01,40.39,26.16,11.44,26.45,53.78
2023-02-02,40.68,26.36,11.52,26.65,54.17
2023-02-03,40.09,25.97,11.35,26.26,53.38
2023-02-06,39.5,25.59,11.18,25.87,52.59
2023-02-07,39.8,25.78,11.27,26.06,52.99
2023-02-08,39.35,25.49,11.14,25.77,52.39
2023-02-09,40.76,26.4,11.54,26.69,54.27
2023-02-10,40.39,26.16,11.44,26.45,53.78
2023-02-13,40.91,26.5,11.58,26.79,54.47
2023-02-14,39.87,25.83,11.29,26.11,53.09
2023-02-15,40.02,25.92,11.33,26.21,53.28
2023-02-16,39.87,25.83,11.29,26.11,53.09
2023-02-17,39.2,25.4,11.1,25.67,52.2
2023-02-20,37.94,24.58,10.74,24.85,50.52
2023-02-21,38.68,25.06,10.95,25.34,51.51
2023-02-22,38.83,25.16,11.0,25.43,51.7
2023-02-23,40.76,26.4,11.54,26.69,54.27
2023-02-24,39.94,25.88,11.31,26.16,53.18
2023-02-27,39.13,25.35,11.08,25.63,52.1
2023-02-28,39.13,25.35,11.08,25.63,52.1
2023-03-01,39.35,25.49,11.14,25.77,52.39
2023-03-02,40.02,25.92,11.33,26.21,53.28
2023-03-03,41.94,27.17,11.88,27.47,55.85
2023-03-06,41.5,26.88,11.75,27.18,55.26
2023-03-07,40.31,26.12,11.42,26.4,53.68
2023-03-08,41.28,26.74,11.69,27.03,54.96
2023-03-09,42.54,27.56,12.05,27.86,56.64
2023-03-10,42.54,27.56,12.05,27.86,56.64
2023-03-13,39.94,25.88,11.31,26.16,53.18
2023-03-14,38.76,25.11,10.98,25.38,51.61
2023-03-15,37.57,24.34,10.64,24.61,50.03
2023-03-16,40.09,25.97,11.35,26.26,53.38
2023-03-17,40.24,26.07,11.39,26.35,53.58
2023-03-20,37.35,24.19,10.58,24.46,49.73
2023-03-21,37.87,24.53,10.72,24.8,50.42
2023-03-22,37.87,24.53,10.72,24.8,50.42
2023-03-23,37.79,24.48,10.7,24.75,50.32
2023-03-24,37.79,24.48,10.7,24.75,50.32
2023-03-27,38.02,24.63,10.77,24.9,50.62
2023-03-28,37.35,24.19,10.58,24.46,49.73
2023-03-29,37.65,24.39,10.66,24.66,50.13
2023-03-30,62.47,62.47,5.39,25.09,51.01
2023-03-31,61.62,61.62,5.32,24.75,50.32
2023-04-03,61.02,61.02,5.26,24.51,49.83
2023-04-04,68.75,68.75,5.93,27.62,56.14
2023-04-06,62.11,62.11,5.36,24.95,50.72
2023-04-11,62.23,62.23,5.37,25.0,50.82
2023-04-12,61.74,61.74,5.33,24.8,50.42
2023-04-13,61.02,61.02,5.26,24.51,49.83
2023-04-14,61.62,61.62,5.32,24.75,50.32
2023-04-17,61.02,61.02,5.26,24.51,49.83
2023-04-18,61.02,61.02,5.26,24.51,49.83
2023-04-19,60.53,60.53,5.22,24.32,49.43
2023-04-20,59.93,59.93,5.17,24.07,48.94
2023-04-21,59.93,59.93,5.17,24.07,48.94
2023-04-24,59.45,59.45,5.13,23.88,48.55
2023-04-25,59.69,59.69,5.15,23.98,48.74
2023-04-26,60.17,60.17,5.19,242.1,49.14
2023-04-27,59.33,59.33,5.12,238.7,48.45
2023-04-28,58.96,58.96,5.09,237.24,48.15
2023-04-29,58.96,58.96,5.09,237.24,48.15
2023-04-30,58.96,58.96,5.09,237.24,48.15
2023-05-01,58.96,58.96,5.09,237.24,48.15
2023-05-02,58.0,58.0,5.0,233.35,47.36
2023-05-03,58.0,58.0,5.0,233.35,47.36
2023-05-04,59.33,59.33,5.12,238.7,48.45
2023-05-05,60.41,60.41,5.21,243.08,49.34
2023-05-06,60.41,60.41,5.21,243.08,49.34
2023-05-07,60.41,60.41,5.21,243.08,49.34
2023-05-08,60.17,60.17,5.19,242.1,49.14
2023-05-09,60.29,60.29,5.2,242.59,49.24
