date,市盈率(TTM),市盈率(静),市净率,市现率,总市值
2018-09-21,-9.54,-17.5,-5.14,-1066.9,3959.19
2018-09-24,-9.13,-16.74,-4.92,-1021.03,3788.97
2018-09-26,-9.11,-16.69,-4.91,-1018.07,3777.98
2018-09-27,-8.79,-16.26,-4.29,-991.43,3679.14
2018-09-28,-9.02,-16.68,-4.4,-1017.33,3775.24
2018-10-02,-8.76,-16.19,-4.27,-987.0,3662.67
2018-10-03,-8.54,-15.78,-4.16,-962.58,3572.06
2018-10-04,-8.54,-15.78,-4.16,-962.58,3572.06
2018-10-05,-8.91,-16.48,-4.34,-1004.75,3728.56
2018-10-08,-8.99,-16.61,-4.38,-1013.03,3759.26
2018-10-09,-9.05,-16.73,-4.41,-1020.43,3786.72
2018-10-10,-9.06,-16.75,-4.41,-1021.17,3789.47
2018-10-11,-8.14,-15.05,-3.97,-917.57,3405.03
2018-10-12,-7.79,-14.39,-3.79,-877.61,3256.75
2018-10-15,-7.28,-13.46,-3.55,-820.63,3045.31
2018-10-16,-7.35,-13.59,-3.58,-828.77,3075.51
2018-10-18,-7.22,-13.35,-3.52,-813.97,3020.59
2018-10-19,-7.22,-13.35,-3.52,-813.97,3020.59
2018-10-22,-7.68,-14.2,-3.74,-865.77,3212.81
2018-10-23,-7.23,-13.36,-3.52,-814.71,3023.34
2018-10-24,-6.93,-12.8,-3.37,-780.67,2897.02
2018-10-25,-7.22,-13.35,-3.52,-813.97,3020.59
2018-10-26,-6.93,-12.8,-3.37,-780.67,2897.02
2018-10-29,-6.94,-12.83,-3.38,-782.15,2902.51
2018-10-30,-6.58,-12.17,-3.21,-742.2,2754.23
2018-10-31,-6.66,-12.3,-3.24,-750.33,2784.44
2018-11-01,-7.4,-13.68,-3.61,-833.95,3094.73
2018-11-02,-8.05,-14.89,-3.93,-907.95,3369.33
2018-11-05,-8.16,-15.08,-3.98,-919.79,3413.27
2018-11-06,-8.24,-15.24,-4.02,-929.41,3448.97
2018-11-07,-8.15,-15.06,-3.97,-918.31,3407.78
2018-11-08,-7.85,-14.51,-3.83,-885.01,3284.21
2018-11-09,-7.39,-13.66,-3.6,-833.21,3091.99
2018-11-12,-7.08,-13.09,-3.45,-798.43,2962.93
2018-11-13,-7.16,-13.24,-3.49,-807.31,2995.88
2018-11-14,-7.47,-13.81,-3.64,-842.09,3124.94
2018-11-15,-7.55,-13.95,-3.68,-850.97,3157.89
2018-11-16,-7.65,-14.15,-3.73,-862.81,3201.83
2018-11-19,-7.66,-14.16,-3.73,-863.55,3204.57
2018-11-20,-7.48,-13.83,-3.65,-843.57,3130.43
2018-11-21,-7.84,-14.49,-3.82,-883.53,3278.71
2018-11-22,-2.58,-14.82,3.3,-903.51,3352.86
2018-11-23,-2.28,-13.07,2.91,-796.95,2957.43
2018-11-26,-2.23,-12.78,2.85,-779.19,2891.53
2018-11-27,-2.16,-12.36,2.76,-754.03,2798.17
2018-11-28,-2.24,-12.86,2.87,-784.37,2910.75
2018-11-29,-2.14,-12.26,2.73,-747.37,2773.45
2018-11-30,-2.22,-12.73,2.84,-776.23,2880.55
2018-12-03,-2.35,-13.47,3.0,-821.48,3048.46
2018-12-04,-2.28,-13.07,2.91,-797.06,2957.83
2018-12-05,-2.31,-13.26,2.96,-808.9,3001.77
2018-12-06,-2.29,-13.11,2.92,-799.28,2966.07
2018-12-07,-2.29,-13.11,2.92,-799.28,2966.07
2018-12-08,-2.67,-13.79,2.92,16.99,2966.07
2018-12-09,-2.67,-13.79,2.92,16.99,2966.07
2018-12-10,-2.2,-12.63,2.81,-770.42,2858.96
2018-12-11,-2.22,-12.74,2.84,-777.08,2883.68
2018-12-12,-2.21,-12.69,2.83,-774.12,2872.69
2018-12-13,-2.22,-12.71,2.83,-774.86,2875.44
2018-12-14,-2.23,-12.77,2.84,-778.56,2889.17
2018-12-17,-2.19,-12.59,2.8,-767.46,2847.97
2018-12-18,-2.03,-11.63,2.59,-708.99,2631.01
2018-12-19,-1.94,-11.12,2.48,-677.91,2515.66
2018-12-20,-1.9,-10.89,2.43,-663.85,2463.48
2018-12-21,-1.98,-11.38,2.54,-694.19,2576.08
2018-12-24,-1.87,-10.74,2.39,-654.96,2430.53
2018-12-27,-1.94,-11.12,2.48,-677.91,2515.66
2018-12-28,-1.86,-10.69,2.38,-652.0,2419.54
2018-12-31,-1.86,-10.66,2.37,-649.78,2411.3
2019-01-02,-1.74,-10.0,2.23,-609.82,2263.0
