date,市盈率(TTM),市盈率(静),市净率,市现率,总市值
2009-11-26,36.65,72.31,8.39,-92.37,155.0
2009-11-27,35.0,69.04,8.02,-88.2,148.0
2009-11-30,35.28,69.6,8.08,-88.91,149.2
2009-12-01,34.76,68.58,7.96,-87.6,147.0
2009-12-02,35.23,69.51,8.07,-88.79,149.0
2009-12-03,35.19,69.42,8.06,-88.67,148.8
2009-12-04,37.88,74.73,8.68,-95.47,160.2
2009-12-07,38.59,76.13,8.84,-97.25,163.2
2009-12-08,37.93,74.83,8.69,-95.58,160.4
2009-12-09,37.46,73.89,8.58,-94.39,158.4
2009-12-10,36.56,72.12,8.37,-92.13,154.6
2009-12-11,39.44,77.81,9.03,-99.4,166.8
2009-12-14,43.46,85.74,9.95,-109.53,183.8
2009-12-15,42.66,84.16,9.77,-107.5,180.4
2009-12-16,44.65,88.09,10.23,-112.52,188.83
2009-12-17,42.98,84.8,9.84,-108.32,181.77
2009-12-18,44.75,88.28,10.25,-112.77,189.24
2009-12-21,44.41,87.6,10.17,-111.91,187.79
2009-12-22,43.13,85.09,9.88,-108.69,182.39
2009-12-23,45.09,88.96,10.33,-113.64,190.69
2009-12-24,44.46,87.7,10.18,-112.03,188.0
2009-12-28,45.63,90.02,10.45,-115.0,192.98
2009-12-29,45.83,90.41,10.5,-115.49,193.81
2009-12-30,48.09,94.86,11.01,-121.18,203.35
2009-12-31,48.14,94.96,11.02,-121.3,203.56
2010-01-04,47.69,94.09,10.92,-120.19,201.69
2010-01-05,47.2,93.12,10.81,-118.95,199.62
2010-01-06,46.32,91.38,10.61,-116.73,195.88
2010-01-07,44.36,87.51,10.16,-111.78,187.58
2010-01-08,44.9,88.57,10.28,-113.14,189.86
2010-01-11,47.6,93.89,10.9,-119.94,201.28
2010-01-12,49.56,97.77,11.35,-124.89,209.58
2010-01-13,47.35,93.41,10.84,-119.32,200.24
2010-01-14,45.88,90.51,10.51,-115.62,194.01
2010-01-15,46.22,91.18,10.59,-116.48,195.47
2010-01-18,45.78,90.31,10.48,-115.37,193.6
2010-01-19,46.12,90.99,10.56,-116.23,195.05
2010-01-20,45.39,89.54,10.4,-114.38,191.94
2010-01-21,44.7,88.18,10.24,-112.65,189.03
2010-01-22,43.18,85.18,9.89,-108.81,182.6
2010-01-25,42.59,84.02,9.75,-107.33,180.11
2010-01-26,40.78,80.44,9.34,-102.76,172.43
2010-01-27,41.17,81.21,9.43,-103.74,174.09
