date,市盈率(TTM),市盈率(静),市净率,市现率,总市值
2005-12-20,-23.91,-42.27,2.27,-85.3,5.35
2005-12-21,-22.77,-40.26,2.17,-81.24,5.1
2005-12-22,-22.77,-40.26,2.17,-81.24,5.1
2005-12-23,-22.77,-40.26,2.17,-81.24,5.1
2005-12-28,-21.63,-38.24,2.06,-77.18,4.84
2005-12-29,-22.01,-38.91,2.09,-78.53,4.93
2005-12-30,-22.01,-38.91,2.09,-78.53,4.93
2006-01-03,-22.01,-38.91,2.09,-78.53,4.93
2006-01-04,-22.01,-38.91,2.09,-78.53,4.93
2006-01-05,-21.25,-37.57,2.02,-75.83,4.76
2006-01-06,-18.98,-33.55,1.8,-67.7,4.25
2006-01-09,-18.45,-32.61,1.75,-65.81,4.13
2006-01-10,-18.98,-33.55,1.8,-67.7,4.25
2006-01-11,-18.9,-33.41,1.8,-67.43,4.23
2006-01-12,-18.22,-32.2,1.73,-64.99,4.08
2006-01-13,-17.46,-30.86,1.66,-62.29,3.91
2006-01-16,-17.46,-30.86,1.66,-62.29,3.91
2006-01-17,-18.22,-32.2,1.73,-64.99,4.08
2006-01-18,-16.7,-29.52,1.59,-59.58,3.74
2006-01-19,-16.85,-29.79,1.6,-60.12,3.77
2006-01-20,-16.4,-28.98,1.56,-58.49,3.67
2006-01-23,-16.62,-29.39,1.58,-59.31,3.72
2006-01-24,-16.32,-28.85,1.55,-58.22,3.65
2006-01-25,-16.24,-28.72,1.54,-57.95,3.64
2006-01-26,-15.94,-28.18,1.52,-56.87,3.57
2006-01-27,-15.86,-28.04,1.51,-56.6,3.55
2006-02-01,-12.52,-22.14,1.19,-44.68,2.8
2006-02-02,-11.77,-20.8,1.12,-41.98,2.63
2006-02-03,-12.07,-21.34,1.15,-43.06,2.7
2006-02-06,-10.63,-18.79,1.01,-37.91,2.38
2006-02-07,-9.87,-17.44,0.94,-35.21,2.21
2006-02-08,-9.87,-17.44,0.94,-35.21,2.21
2006-02-09,-9.49,-16.77,0.9,-33.85,2.12
2006-02-10,-9.87,-17.44,0.94,-35.21,2.21
2006-02-13,-11.23,-19.86,1.07,-40.08,2.52
