date,市盈率(TTM),市盈率(静),市净率,市现率,总市值
2005-12-20,15.21,30.33,1.18,-32.74,45.54
2005-12-21,28.25,56.34,2.2,-60.82,84.6
2005-12-22,28.02,55.88,2.18,-60.32,83.9
2005-12-23,29.64,59.11,2.3,-63.81,88.76
2005-12-28,29.87,59.57,2.32,-64.31,89.45
2005-12-29,30.11,60.04,2.34,-64.81,90.14
2005-12-30,29.87,59.57,2.32,-64.31,89.45
2006-01-03,29.87,59.57,2.32,-64.31,89.45
2006-01-04,30.8,61.42,2.39,-66.31,92.22
2006-01-05,31.26,62.35,2.43,-67.3,93.61
2006-01-06,31.5,62.81,2.45,-67.8,94.3
2006-01-09,31.5,62.81,2.45,-67.8,94.3
2006-01-10,30.57,60.96,2.38,-65.81,91.53
2006-01-11,29.64,59.11,2.3,-63.81,88.76
2006-01-12,29.64,59.11,2.3,-63.81,88.76
2006-01-13,30.34,60.5,2.36,-65.31,90.84
2006-01-16,33.81,67.43,2.63,-72.79,101.24
2006-01-17,32.88,65.58,2.56,-70.79,98.47
2006-01-18,32.42,64.65,2.52,-69.79,97.08
2006-01-19,35.9,71.58,2.79,-77.27,107.48
2006-01-20,37.52,74.81,2.92,-80.76,112.33
2006-01-23,37.05,73.89,2.88,-79.77,110.95
2006-01-24,39.14,78.05,3.04,-84.25,117.19
2006-01-25,39.83,79.43,3.1,-85.75,119.27
2006-01-26,39.37,78.51,3.06,-84.75,117.88
2006-01-27,39.6,78.97,3.08,-85.25,118.57
2006-02-01,42.3,84.35,3.29,-91.06,126.65
2006-02-02,39.97,79.72,3.11,-86.05,119.69
2006-02-03,37.19,74.16,2.89,-80.05,111.34
2006-02-06,38.58,76.94,3.0,-83.05,115.52
2006-02-07,38.12,76.01,2.96,-82.05,114.13
2006-02-08,37.65,75.08,2.93,-81.05,112.74
2006-02-09,36.95,73.69,2.87,-79.55,110.65
2006-02-10,36.95,73.69,2.87,-79.55,110.65
2006-02-13,36.26,72.3,2.82,-78.05,108.56
2006-02-14,36.26,72.3,2.82,-78.05,108.56
2006-02-15,37.65,75.08,2.93,-81.05,112.74
2006-02-16,37.19,74.16,2.89,-80.05,111.34
2006-02-17,36.49,72.76,2.84,-78.55,109.26
2006-02-20,36.72,73.23,2.85,-79.05,109.95
2006-02-21,36.26,72.3,2.82,-78.05,108.56
2006-02-22,36.95,73.69,2.87,-79.55,110.65
2006-02-23,36.02,71.84,2.8,-77.55,107.86
2006-02-24,36.49,72.76,2.84,-78.55,109.26
2006-02-27,38.12,76.01,2.96,-82.05,114.13
2006-02-28,43.55,86.84,3.38,-93.75,130.39
2006-03-01,45.1,89.94,3.51,-97.09,135.05
2006-03-02,48.73,97.18,3.79,-104.91,145.91
2006-03-03,48.47,96.66,3.77,-104.35,145.14
2006-03-06,48.21,96.15,3.75,-103.79,144.36
2006-03-07,47.18,94.08,3.67,-101.56,141.26
2006-03-08,43.29,86.32,3.36,-93.19,129.62
2006-03-09,43.81,87.36,3.4,-94.3,131.17
2006-03-10,45.62,90.98,3.55,-98.21,136.6
2006-03-13,48.47,96.66,3.77,-104.35,145.14
2006-03-14,47.44,94.59,3.69,-102.12,142.03
2006-03-15,48.21,96.15,3.75,-103.79,144.36
2006-03-16,51.58,102.87,4.01,-111.04,154.45
2006-03-17,53.92,107.52,4.19,-116.07,161.44
2006-03-20,53.4,106.48,4.15,-114.95,159.89
2006-03-21,51.58,102.87,4.01,-111.04,154.45
2006-03-22,49.77,99.25,3.87,-107.14,149.02
2006-03-23,49.25,98.21,3.83,-106.02,147.47
2006-03-24,50.8,101.31,3.95,-109.37,152.12
2006-03-27,55.99,111.65,4.35,-120.53,167.65
2006-03-28,43.2,43.2,4.31,-119.41,166.09
2006-03-29,44.81,44.81,4.47,-123.88,172.3
2006-03-30,46.02,46.02,4.59,-127.23,176.96
2006-03-31,46.94,46.94,4.69,-129.77,180.5
2006-04-03,46.94,46.94,4.69,-129.77,180.5
2006-04-04,46.13,46.13,4.6,-127.53,177.38
2006-04-06,49.37,49.37,4.93,-136.48,189.83
2006-04-07,47.75,47.75,4.77,-132.01,183.61
2006-04-10,45.73,45.73,4.56,-126.41,175.83
2006-04-11,46.54,46.54,4.64,-128.65,178.94
2006-04-12,44.11,44.11,4.4,-121.94,169.6
2006-04-13,42.89,42.89,4.28,-118.58,164.94
2006-04-18,43.7,43.7,4.36,-120.82,168.05
2006-04-19,43.3,43.3,4.32,-119.7,166.49
2006-04-20,43.3,43.3,4.32,-119.7,166.49
2006-04-21,40.87,40.87,4.08,-112.99,157.16
2006-04-24,38.04,38.04,3.8,-105.16,146.26
2006-04-25,36.62,36.62,3.66,-101.24,140.82
2006-04-26,38.44,38.44,1.82,-26.5,147.82
2006-04-27,42.49,42.49,2.02,-29.29,163.38
2006-04-28,42.49,42.49,2.02,-29.29,163.38
2006-05-02,40.72,40.72,1.93,-28.07,156.57
2006-05-03,43.98,43.98,2.09,-30.31,169.09
2006-05-04,47.23,47.23,2.24,-32.56,181.62
2006-05-08,46.42,46.42,2.2,-32.0,178.49
2006-05-09,43.57,43.57,2.07,-30.03,167.53
2006-05-10,41.94,41.94,1.99,-28.91,161.27
2006-05-11,39.29,39.29,1.86,-27.09,151.09
2006-05-12,37.05,37.05,1.76,-25.54,142.48
2006-05-15,37.46,37.46,1.78,-25.82,144.04
2006-05-16,38.48,38.48,1.83,-26.53,147.96
2006-05-17,38.28,38.28,1.82,-26.39,147.18
2006-05-18,36.24,36.24,1.72,-24.98,139.35
2006-05-19,36.04,36.04,1.71,-24.84,138.56
2006-05-22,32.17,32.17,1.53,-22.17,123.69
2006-05-23,33.8,33.8,1.6,-23.3,129.95
2006-05-24,33.39,33.39,1.58,-23.02,128.39
2006-05-25,32.58,32.58,1.55,-22.46,125.26
2006-05-26,33.59,33.59,1.59,-23.16,129.17
