date,市盈率(TTM),市盈率(静),市净率,市现率,总市值
2022-11-07,31.1,30.84,16.79,36.88,312.36
2022-11-08,34.07,33.78,18.38,40.4,342.11
2022-11-09,34.71,34.41,18.73,41.16,348.55
2022-11-10,33.77,33.48,18.22,40.05,339.13
2022-11-11,32.98,32.7,17.8,39.11,331.2
2022-11-14,30.12,29.86,16.25,35.71,302.44
2022-11-15,30.22,29.96,16.31,35.83,303.43
2022-11-16,27.94,27.71,15.08,33.14,280.63
2022-11-17,27.25,27.02,14.71,32.32,273.68
2022-11-18,28.09,27.85,15.16,33.31,282.11
2022-11-21,28.14,27.9,15.19,33.37,282.61
2022-11-22,27.85,27.61,15.03,33.02,279.63
2022-11-23,27.25,27.02,14.71,32.32,273.68
2022-11-24,27.35,27.12,14.76,32.43,274.68
2022-11-25,26.66,26.43,14.39,31.61,267.73
2022-11-28,24.49,24.28,13.22,29.04,245.92
2022-11-29,26.07,25.85,14.07,30.91,261.78
2022-11-30,26.06,25.84,14.06,30.9,261.69
2022-12-01,26.65,26.43,14.38,31.61,267.66
2022-12-02,27.45,27.21,14.81,32.55,275.62
2022-12-05,29.92,29.67,16.15,35.48,300.49
2022-12-06,31.21,30.94,16.84,37.01,313.43
2022-12-07,30.17,29.91,16.28,35.78,302.98
2022-12-08,31.61,31.34,17.06,37.48,317.41
2022-12-09,31.21,30.94,16.84,37.01,313.43
2022-12-12,30.42,30.16,16.41,36.07,305.47
2022-12-13,30.76,30.5,16.6,36.48,308.95
2022-12-14,31.36,31.09,16.92,37.19,314.92
2022-12-15,30.91,30.65,16.68,36.66,310.44
2022-12-16,31.56,31.29,17.03,37.42,316.91
2022-12-19,30.47,30.21,16.44,36.13,305.96
2022-12-20,30.02,29.77,16.2,35.6,301.49
2022-12-21,30.02,29.77,16.2,35.6,301.49
2022-12-22,31.21,30.94,16.84,37.01,313.43
2022-12-23,30.27,30.01,16.33,35.89,303.97
2022-12-28,31.8,31.53,17.16,37.71,319.4
2022-12-29,31.71,31.44,17.11,37.6,318.4
2022-12-30,33.29,33.01,17.97,39.48,334.32
2023-01-03,34.43,34.14,18.58,40.83,345.76
2023-01-04,33.29,33.01,17.97,39.48,334.32
2023-01-05,32.15,31.88,17.35,38.13,322.88
2023-01-06,32.89,32.61,17.75,39.01,330.34
2023-01-09,34.68,34.38,18.71,41.12,348.25
2023-01-10,34.68,34.38,18.71,41.12,348.25
2023-01-11,35.12,34.82,18.95,41.65,352.73
2023-01-12,35.12,34.82,18.95,41.65,352.73
2023-01-13,36.71,36.4,19.81,43.53,368.65
2023-01-16,38.49,38.16,20.77,45.65,386.56
2023-01-17,38.15,37.82,20.59,45.23,383.08
2023-01-18,37.8,37.48,20.4,44.82,379.59
2023-01-19,38.0,37.67,20.51,45.06,381.58
2023-01-20,38.15,37.82,20.59,45.23,383.08
2023-01-26,38.94,38.61,21.01,46.17,391.04
2023-01-27,40.18,39.83,21.68,47.64,403.47
2023-01-30,41.37,41.01,22.32,49.05,415.41
2023-01-31,40.18,39.83,21.68,47.64,403.47
2023-02-01,40.13,39.79,21.65,47.58,402.98
2023-02-02,43.6,43.22,23.53,51.7,437.8
2023-02-03,44.88,44.5,24.22,53.22,450.74
2023-02-06,44.09,43.71,23.79,52.28,442.78
2023-02-07,43.35,42.98,23.39,51.4,435.31
2023-02-08,45.92,45.53,24.78,54.46,461.18
2023-02-09,49.69,49.26,26.81,58.92,498.99
2023-02-10,47.16,46.76,25.45,55.93,473.62
2023-02-13,47.46,47.05,25.61,56.28,476.61
2023-02-14,48.65,48.23,26.25,57.69,488.55
2023-02-15,47.06,46.66,25.4,55.81,472.63
2023-02-16,45.87,45.48,24.76,54.4,460.69
2023-02-17,45.43,45.04,24.52,53.87,456.21
2023-02-20,47.36,46.96,25.56,56.16,475.61
2023-02-21,45.68,45.29,24.65,54.16,458.7
2023-02-22,46.17,45.78,24.92,54.75,463.67
2023-02-23,44.83,44.45,24.19,53.16,450.24
2023-02-24,44.49,44.11,24.01,52.75,446.76
2023-02-27,43.89,43.52,23.69,52.05,440.79
2023-02-28,46.47,46.07,25.08,55.1,466.66
2023-03-01,46.47,46.07,25.08,55.1,466.66
2023-03-02,46.47,46.07,25.08,55.1,466.66
2023-03-03,46.02,45.63,24.84,54.57,462.18
2023-03-06,47.06,46.66,25.4,55.81,472.63
2023-03-07,44.44,44.06,23.98,52.69,446.26
2023-03-08,44.39,44.01,23.95,52.64,445.76
2023-03-09,45.58,45.19,24.6,54.05,457.7
2023-03-10,44.19,43.81,23.85,52.4,443.77
2023-03-13,48.9,48.48,26.39,57.98,491.03
2023-03-14,48.9,48.48,26.39,57.98,491.03
2023-03-15,53.35,52.9,28.79,63.27,535.81
2023-03-16,51.82,51.38,27.96,61.45,520.39
2023-03-17,57.62,57.12,31.09,68.32,578.59
2023-03-20,54.49,54.03,29.41,64.62,547.25
2023-03-21,56.18,55.7,30.32,66.62,564.17
2023-03-22,54.44,53.98,29.38,64.56,546.75
2023-03-23,52.51,52.06,28.34,62.27,527.35
2023-03-24,50.04,49.61,27.0,59.33,502.48
2023-03-27,46.39,46.39,16.41,61.45,520.39
2023-03-28,42.27,42.27,14.95,55.98,474.12
2023-03-29,41.33,41.33,14.62,54.75,463.67
2023-03-30,43.06,43.06,15.23,57.04,483.07
2023-03-31,42.58,42.58,15.06,56.4,477.6
2023-04-03,40.8,40.8,14.43,54.05,457.7
2023-04-04,42.22,42.22,14.93,55.93,473.62
2023-04-06,42.27,42.27,14.95,55.98,474.12
2023-04-11,43.11,43.11,15.24,57.1,483.57
2023-04-12,39.74,39.74,14.05,52.64,445.76
2023-04-13,39.96,39.96,14.13,52.93,448.25
2023-04-14,38.76,38.76,13.71,51.34,434.82
2023-04-17,39.65,39.65,14.02,52.52,444.77
2023-04-18,39.16,39.16,13.85,51.87,439.29
2023-04-19,39.25,39.25,13.88,51.99,440.29
2023-04-20,36.86,36.86,13.03,48.82,413.42
2023-04-21,34.73,34.73,12.28,46.0,389.54
2023-04-24,34.55,34.55,12.22,45.76,387.55
2023-04-25,33.93,33.93,12.0,44.94,380.59
2023-04-26,34.77,34.77,12.3,37.4,390.04
2023-04-27,31.75,31.75,11.23,34.15,356.21
2023-04-28,31.27,31.27,11.06,33.63,350.74
2023-04-29,45.02,45.02,11.06,33.63,350.74
2023-04-30,45.02,45.02,11.06,33.63,350.74
