date,市盈率(TTM),市盈率(静),市净率,市现率,总市值
2021-02-08,-9.48,-56.74,-7.37,139.03,12447.83
2021-02-09,-10.97,-65.66,-8.53,160.87,14403.33
2021-02-10,-12.57,-75.26,-9.78,184.41,16510.96
2021-02-11,-12.6,-75.45,-9.81,184.88,16552.55
2021-02-16,-12.76,-76.4,-9.93,187.2,16760.5
2021-02-17,-13.14,-78.67,-10.22,192.78,17259.57
2021-02-18,-12.46,-74.62,-9.7,182.83,16369.56
2021-02-19,-12.29,-73.56,-9.56,180.23,16136.66
2021-02-22,-11.96,-71.62,-9.31,175.5,15712.45
2021-02-23,-11.34,-67.87,-8.82,166.3,14888.98
2021-02-24,-10.36,-62.03,-8.06,151.99,13608.03
2021-02-25,-10.74,-64.3,-8.36,157.57,14107.1
2021-02-26,-9.78,-58.54,-7.61,143.44,12842.78
2021-03-01,-9.94,-59.49,-7.73,145.77,13050.73
2021-03-02,-10.1,-60.48,-7.86,148.18,13266.99
2021-03-03,-10.04,-60.13,-7.81,147.35,13192.13
2021-03-04,-9.49,-56.8,-7.38,139.17,12460.16
2021-03-05,-9.03,-54.03,-7.02,132.39,11852.96
2021-03-08,-8.42,-50.43,-6.55,123.56,11062.76
2021-03-09,-8.61,-51.57,-6.7,126.35,11312.3
2021-03-10,-8.81,-52.74,-6.85,129.23,11570.15
2021-03-11,-9.75,-58.35,-7.58,142.98,12801.19
2021-03-12,-9.63,-57.63,-7.49,141.21,12643.15
2021-03-15,-9.17,-54.9,-7.13,134.52,12044.27
2021-03-16,-9.59,-57.4,-7.46,140.66,12593.25
2021-03-17,-9.89,-59.22,-7.7,145.12,12992.5
2021-03-18,-10.06,-60.25,-7.83,147.62,13217.09
2021-03-19,-10.0,-59.87,-7.78,146.7,13133.91
2021-03-22,-9.97,-59.68,-7.76,146.23,13092.32
2021-03-23,-9.04,-9.04,-6.59,139.91,12526.7
2021-03-24,-7.95,-7.95,-5.8,123.1,11021.17
2021-03-25,-7.98,-7.98,-5.82,123.56,11062.76
2021-03-26,-8.4,-8.4,-6.12,130.07,11645.01
2021-03-29,-7.97,-7.97,-5.81,123.38,11046.12
2021-03-30,-7.92,-7.92,-5.77,122.54,10971.26
2021-03-31,-8.1,-8.1,-5.91,125.42,11229.12
2021-04-01,-8.55,-8.55,-6.23,132.39,11852.96
2021-04-07,-8.25,-8.25,-6.01,127.65,11428.75
2021-04-08,-8.18,-8.18,-5.96,126.54,11328.93
2021-04-09,-8.3,-8.3,-6.04,128.39,11495.29
2021-04-12,-8.03,-8.03,-5.85,124.31,11129.3
2021-04-13,-7.78,-7.78,-5.67,120.4,10779.95
2021-04-14,-7.81,-7.81,-5.69,120.87,10821.54
2021-04-15,-7.2,-7.2,-5.25,111.48,9981.44
2021-04-16,-7.26,-7.26,-5.29,112.41,10064.62
2021-04-19,-7.41,-7.41,-5.4,114.64,10264.24
2021-04-20,-7.38,-7.38,-5.38,114.27,10230.97
2021-04-21,-7.11,-7.11,-5.18,110.09,9856.67
2021-04-22,-7.37,-7.37,-5.37,114.09,10214.34
2021-04-23,-7.71,-7.71,-5.62,119.29,10680.14
2021-04-26,-8.24,-8.24,-6.0,127.46,11412.11
2021-04-27,-8.22,-8.22,-5.99,419.06,11395.47
2021-04-28,-8.21,-8.21,-5.98,418.15,11370.52
2021-04-29,-8.18,-8.18,-5.96,416.92,11337.25
2021-04-30,-7.89,-7.89,-5.75,402.24,10937.99
2021-05-03,-7.77,-7.77,-5.66,395.82,10763.32
2021-05-04,-7.79,-7.79,-5.68,397.04,10796.59
2021-05-05,-7.71,-7.71,-5.62,393.06,10688.46
2021-05-06,-7.76,-7.76,-5.66,395.51,10755.0
2021-05-07,-7.33,-7.33,-5.34,373.49,10156.11
2021-05-10,-7.2,-7.2,-5.24,366.76,9973.12
2021-05-11,-6.82,-6.82,-4.97,347.49,9449.09
2021-05-12,-7.09,-7.09,-5.17,361.25,9823.4
2021-05-13,-6.63,-6.63,-4.83,338.0,9191.24
2021-05-14,-6.66,-6.66,-4.85,339.23,9224.51
2021-05-17,-6.76,-6.76,-4.93,344.43,9365.91
2021-05-18,-6.82,-6.82,-4.97,347.79,9457.41
2021-05-20,-6.81,-6.81,-4.96,346.88,9432.46
2021-05-21,-7.2,-7.2,-5.24,366.76,9973.12
2021-05-24,-5.67,-6.97,13.54,355.13,9657.04
2021-05-25,-5.02,-6.17,11.99,314.45,8550.76
2021-05-26,-5.0,-6.15,11.94,313.23,8517.49
2021-05-27,-5.0,-6.15,11.94,313.23,8517.49
2021-05-28,-4.9,-6.01,11.69,306.5,8334.5
2021-05-31,-4.75,-5.83,11.33,297.17,8080.8
2021-06-01,-5.18,-6.37,12.37,324.55,8825.25
2021-06-02,-5.18,-6.37,12.37,324.55,8825.25
2021-06-03,-5.04,-6.19,12.03,315.37,8575.72
2021-06-04,-5.04,-6.19,12.04,315.68,8584.04
2021-06-07,-5.05,-6.21,12.06,316.29,8600.67
