date,市盈率(TTM),市盈率(静),市净率,市现率,总市值
2020-03-24,-5.09,-5.09,-3.63,-603.02,121.66
2020-03-25,-5.12,-5.12,-3.65,-606.74,122.41
2020-03-26,-5.38,-5.38,-3.84,-637.76,128.67
2020-03-27,-5.72,-5.72,-4.07,-677.47,136.68
2020-03-30,-5.75,-5.75,-4.1,-681.19,137.43
2020-03-31,-5.96,-5.96,-4.25,-706.01,142.43
2020-04-01,-6.27,-6.27,-4.47,-743.23,149.94
2020-04-02,-6.38,-6.38,-4.54,-755.64,152.45
2020-04-03,-6.7,-6.7,-4.78,-794.1,160.21
2020-04-06,-7.19,-7.19,-5.13,-852.42,171.97
2020-04-07,-7.01,-7.01,-4.99,-830.08,167.47
2020-04-08,-6.89,-6.89,-4.91,-816.44,164.71
2020-04-09,-6.83,-6.83,-4.87,-808.99,163.21
2020-04-14,-7.03,-7.03,-5.01,-832.57,167.97
2020-04-15,-6.78,-6.78,-4.83,-802.79,161.96
2020-04-16,-6.68,-6.68,-4.76,-791.62,159.71
2020-04-17,-6.67,-6.67,-4.75,-790.38,159.46
2020-04-20,-6.84,-6.84,-4.87,-810.23,163.46
2020-04-21,-6.75,-6.75,-4.81,-800.31,161.46
2020-04-22,-7.7,-7.7,-5.49,-912.5,184.09
2020-04-23,-8.04,-8.04,-5.73,-952.12,192.09
2020-04-24,-7.79,-7.79,-5.55,-209.09,186.16
2020-04-27,-8.05,-8.05,-5.73,-216.04,192.34
2020-04-28,-7.95,-7.95,-5.67,-213.43,190.02
2020-04-29,-7.72,-7.72,-5.5,-207.35,184.61
2020-05-04,-7.74,-7.74,-5.52,-207.93,185.12
2020-05-05,-7.5,-7.5,-5.34,-201.27,179.19
2020-05-06,-7.5,-7.5,-5.34,-201.27,179.19
2020-05-07,-7.61,-7.61,-5.43,-204.45,182.03
2020-05-08,-7.82,-7.82,-5.57,-209.96,186.93
2020-05-11,-7.65,-7.65,-5.45,-205.32,182.8
2020-05-12,-7.65,-7.65,-5.45,-205.32,182.8
2020-05-13,-8.0,-8.0,-5.7,-214.88,191.31
2020-05-14,-8.11,-8.11,-5.78,-217.78,193.89
2020-05-15,-8.43,-8.43,-6.01,-226.46,201.63
2020-05-18,-8.77,-8.77,-6.25,-235.44,209.62
2020-05-19,-8.64,-8.64,-6.16,-231.97,206.52
2020-05-20,-8.76,-8.76,-6.24,-235.15,209.36
2020-05-21,-8.01,-8.01,-5.71,-215.17,191.57
2020-05-22,-7.53,-7.53,-5.37,-202.14,179.97
2020-05-25,-8.12,-8.12,-5.79,-218.07,194.15
2020-05-26,-8.04,-8.04,-5.73,-215.75,192.09
2020-05-27,-7.66,-7.66,-5.46,-205.61,183.06
2020-05-28,-7.38,-7.38,-5.26,-198.08,176.36
2020-05-29,-7.52,-7.52,-5.36,-201.85,179.71
2020-06-01,-8.01,-8.01,-5.71,-215.17,191.57
2020-06-02,-7.95,-7.95,-5.67,-213.43,190.02
2020-06-03,-7.82,-7.82,-5.57,-209.96,186.93
2020-06-04,-7.75,-7.75,-5.53,-208.22,185.38
2020-06-05,-7.81,-7.81,-5.57,-209.67,186.67
2020-06-08,-7.78,-7.78,-5.54,-208.8,185.9
2020-06-09,-7.53,-7.53,-5.37,-202.14,179.97
2020-06-10,-7.42,-7.42,-5.29,-199.24,177.39
2020-06-11,-7.55,-7.55,-5.38,-202.72,180.48
2020-06-12,-7.64,-7.64,-5.44,-205.03,182.55
2020-06-15,-7.38,-7.38,-5.26,-198.08,176.36
2020-06-16,-7.64,-7.64,-5.44,-205.03,182.55
2020-06-17,-7.82,-7.82,-5.57,-209.96,186.93
2020-06-18,-7.68,-7.68,-5.47,-206.19,183.58
2020-06-19,-7.73,-7.73,-5.51,-207.64,184.87
2020-06-22,-8.06,-8.06,-5.74,-216.33,192.6
2020-06-23,-8.39,-8.39,-5.98,-225.31,200.59
2020-06-24,-8.46,-8.46,-6.03,-227.04,202.14
2020-06-26,-8.77,-8.77,-6.25,-235.44,209.62
2020-06-29,-8.29,-8.29,-5.91,-222.7,198.27
2020-06-30,-7.93,-7.93,-5.65,-212.85,189.51
