,序号,代码,名称,最新价,涨跌额,涨跌幅,今开,最高,最低,昨收,成交量,成交额
366,367,01109,华润置地,36.0,0.0,0.0,36.0,36.0,36.0,36.0,2000,72000.0
367,368,01108,洛阳玻璃股份,8.21,0.0,0.0,8.21,8.21,8.21,8.21,0,0.0
368,369,01093,石药集团,7.98,0.0,0.0,7.98,7.98,7.98,7.98,0,0.0
369,370,01083,港华智慧能源,3.41,0.0,0.0,3.41,3.41,3.41,3.41,0,0.0
370,371,01070,TCL电子,3.13,0.0,0.0,3.13,3.13,3.13,3.13,0,0.0
371,372,01065,天津创业环保股份,3.21,0.0,0.0,3.21,3.21,3.21,3.21,0,0.0
372,373,01060,阿里影业,0.485,0.0,0.0,0.485,0.485,0.485,0.485,0,0.0
373,374,01057,浙江世宝,1.5,0.0,0.0,1.5,1.5,1.5,1.5,0,0.0
374,375,01053,重庆钢铁股份,0.86,0.0,0.0,0.86,0.86,0.86,0.86,0,0.0
375,376,01052,越秀交通基建,4.16,0.0,0.0,4.16,4.16,4.16,4.16,0,0.0
376,377,01033,中石化油服,0.62,0.0,0.0,0.62,0.62,0.62,0.62,0,0.0
377,378,01030,新城发展,2.22,0.0,0.0,2.22,2.22,2.22,2.22,0,0.0
378,379,00995,安徽皖通高速公路,8.07,0.0,0.0,8.07,8.07,8.07,8.07,0,0.0
379,380,00991,大唐发电,1.42,0.0,0.0,1.42,1.42,1.42,1.42,0,0.0
380,381,00990,荣晖国际,0.83,0.0,0.0,0.83,0.83,0.83,0.83,0,0.0
381,382,00973,L'OCCITANE,19.84,0.0,0.0,19.84,19.84,19.84,19.84,92,1816.0
382,383,00968,信义光能,8.79,0.0,0.0,8.79,8.79,8.79,8.79,440,3828.0
383,384,00956,新天绿色能源,3.46,0.0,0.0,3.46,3.46,3.46,3.46,0,0.0
384,385,00934,中石化冠德,2.75,0.0,0.0,2.75,2.75,2.75,2.75,0,0.0
385,386,00921,海信家电,11.72,0.0,0.0,11.72,11.72,11.72,11.72,0,0.0
386,387,00909,明源云,4.91,0.0,0.0,4.91,4.91,4.91,4.91,0,0.0
387,388,00902,华能国际电力股份,4.29,0.0,0.0,4.29,4.29,4.29,4.29,0,0.0
388,389,00895,东江环保,2.51,0.0,0.0,2.51,2.51,2.51,2.51,0,0.0
389,390,00880,澳博控股,3.71,0.0,0.0,3.71,3.71,3.71,3.71,0,0.0
390,391,00874,白云山,25.15,0.0,0.0,25.15,25.15,25.15,25.15,0,0.0
391,392,00873,世茂服务,2.21,0.0,0.0,2.21,2.21,2.21,2.21,0,0.0
392,393,00867,康哲药业,12.56,0.0,0.0,12.56,12.56,12.56,12.56,0,0.0
393,394,00861,神州控股,3.87,0.0,0.0,3.87,3.87,3.87,3.87,0,0.0
394,395,00856,伟仕佳杰,4.52,0.0,0.0,4.52,4.52,4.52,4.52,0,0.0
395,396,00855,中国水务,6.98,0.0,0.0,6.98,6.98,6.98,6.98,0,0.0
396,397,00839,中教控股,7.7,0.0,0.0,7.7,7.7,7.7,7.7,0,0.0
397,398,00826,天工国际,2.5,0.0,0.0,2.5,2.5,2.5,2.5,0,0.0
398,399,00819,天能动力,9.51,0.0,0.0,9.51,9.51,9.51,9.51,0,0.0
399,400,00817,中国金茂,1.52,0.0,0.0,1.52,1.52,1.52,1.52,0,0.0
400,401,00811,新华文轩,6.18,0.0,0.0,6.18,6.18,6.18,6.18,0,0.0
401,402,00806,惠理集团,2.53,0.0,0.0,2.53,2.53,2.53,2.53,0,0.0
402,403,00788,中国铁塔,0.97,0.0,0.0,0.97,0.97,0.97,0.97,0,0.0
403,404,00777,网龙,16.76,0.0,0.0,16.76,16.76,16.76,16.76,0,0.0
404,405,00775,长江生命科技,0.77,0.0,0.0,0.77,0.77,0.77,0.77,0,0.0
405,406,00772,阅文集团,36.2,0.0,0.0,36.2,36.2,36.2,36.2,0,0.0
406,407,00754,合生创展集团,7.24,0.0,0.0,7.24,7.24,7.24,7.24,0,0.0
407,408,00753,中国国航,7.37,0.0,0.0,7.37,7.37,7.37,7.37,1000,7290.0
408,409,00751,创维集团,4.02,0.0,0.0,4.02,4.02,4.02,4.02,0,0.0
409,410,00743,亚洲水泥(中国),3.43,0.0,0.0,3.43,3.43,3.43,3.43,0,0.0
410,411,00732,信利国际,1.05,0.0,0.0,1.05,1.05,1.05,1.05,0,0.0
411,412,00728,中国电信,4.33,0.0,0.0,4.33,4.33,4.33,4.33,0,0.0
412,413,00719,山东新华制药股份,6.37,0.0,0.0,6.37,6.37,6.37,6.37,0,0.0
413,414,00710,京东方精电,15.94,0.0,0.0,15.94,15.94,15.94,15.94,0,0.0
414,415,00697,首程控股,1.82,0.0,0.0,1.82,1.82,1.82,1.82,0,0.0
415,416,00696,中国民航信息网络,16.34,0.0,0.0,16.34,16.34,16.34,16.34,312000,5088564.0
416,417,00670,中国东方航空股份,3.19,0.0,0.0,3.19,3.19,3.19,3.19,0,0.0
417,418,00667,中国东方教育,5.09,0.0,0.0,5.09,5.09,5.09,5.09,0,0.0
418,419,00658,中国高速传动,3.14,0.0,0.0,3.14,3.14,3.14,3.14,0,0.0
419,420,00650,普达特科技,0.93,0.0,0.0,0.93,0.93,0.93,0.93,0,0.0
420,421,00639,首钢资源,2.52,0.0,0.0,2.52,2.52,2.52,2.52,0,0.0
421,422,00636,嘉里物流,13.34,0.0,0.0,13.34,13.34,13.34,13.34,0,0.0
422,423,00604,深圳控股,1.27,0.0,0.0,1.27,1.27,1.27,1.27,6624000,8412480.0
423,424,00598,中国外运,2.71,0.0,0.0,2.71,2.71,2.71,2.71,0,0.0
424,425,00590,六福集团,26.4,0.0,0.0,26.4,26.4,26.4,26.4,0,0.0
425,426,00588,北京北辰实业股份,0.91,0.0,0.0,0.91,0.91,0.91,0.91,0,0.0
426,427,00587,海螺环保,2.73,0.0,0.0,2.73,2.73,2.73,2.73,146,398.0
427,428,00586,海螺创业,14.48,0.0,0.0,14.48,14.48,14.48,14.48,0,0.0
428,429,00581,中国东方集团,1.46,0.0,0.0,1.46,1.46,1.46,1.46,0,0.0
429,430,00576,浙江沪杭甬,6.25,0.0,0.0,6.25,6.25,6.25,6.25,0,0.0
430,431,00568,山东墨龙,2.67,0.0,0.0,2.67,2.67,2.67,2.67,0,0.0
431,432,00564,郑煤机,7.62,0.0,0.0,7.62,7.62,7.62,7.62,0,0.0
432,433,00558,力劲科技,9.39,0.0,0.0,9.39,9.39,9.39,9.39,0,0.0
433,434,00553,南京熊猫电子股份,4.06,0.0,0.0,4.06,4.06,4.06,4.06,0,0.0
434,435,00551,裕元集团,10.92,0.0,0.0,10.92,10.92,10.92,10.92,0,0.0
435,436,00548,深圳高速公路股份,7.67,0.0,0.0,7.67,7.67,7.67,7.67,0,0.0
436,437,00546,阜丰集团,4.65,0.0,0.0,4.65,4.65,4.65,4.65,0,0.0
437,438,00535,金地商置,0.56,0.0,0.0,0.56,0.56,0.56,0.56,0,0.0
438,439,00525,广深铁路股份,1.39,0.0,0.0,1.39,1.39,1.39,1.39,0,0.0
439,440,00522,ASMPT,76.5,0.0,0.0,76.5,76.5,76.5,76.5,0,0.0
440,441,00512,远大医药,4.47,0.0,0.0,4.47,4.47,4.47,4.47,0,0.0
441,442,00506,中国食品,2.99,0.0,0.0,2.99,2.99,2.99,2.99,0,0.0
442,443,00489,东风集团股份,3.6,0.0,0.0,3.6,3.6,3.6,3.6,360033,1296117.0
443,444,00440,大新金融,21.1,0.0,0.0,21.1,21.1,21.1,21.1,0,0.0
444,445,00425,敏实集团,19.06,0.0,0.0,19.06,19.06,19.06,19.06,0,0.0
445,446,00410,SOHO中国,1.43,0.0,0.0,1.43,1.43,1.43,1.43,0,0.0
446,447,00392,北京控股,29.25,0.0,0.0,29.25,29.25,29.25,29.25,0,0.0
447,448,00363,上海实业控股,10.42,0.0,0.0,10.42,10.42,10.42,10.42,0,0.0
448,449,00347,鞍钢股份,2.45,0.0,0.0,2.45,2.45,2.45,2.45,0,0.0
449,450,00345,VITASOY INT'L,15.12,0.0,0.0,15.12,15.12,15.12,15.12,380,5707.0
450,451,00336,华宝国际,3.77,0.0,0.0,3.77,3.77,3.77,3.77,0,0.0
451,452,00327,百富环球,7.02,0.0,0.0,7.02,7.02,7.02,7.02,0,0.0
452,453,00322,康师傅控股,14.38,0.0,0.0,14.38,14.38,14.38,14.38,96000,1380480.0
453,454,00317,中船防务,10.3,0.0,0.0,10.3,10.3,10.3,10.3,0,0.0
454,455,00314,思派健康,22.35,0.0,0.0,22.35,22.35,22.35,22.35,0,0.0
455,456,00308,香港中旅,1.56,0.0,0.0,1.56,1.56,1.56,1.56,0,0.0
456,457,00303,VTECH HOLDINGS,45.95,0.0,0.0,45.95,45.95,45.95,45.95,0,0.0
457,458,00297,中化化肥,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0
458,459,00293,国泰航空,7.28,0.0,0.0,7.28,7.28,7.28,7.28,0,0.0
459,460,00272,瑞安房地产,1.02,0.0,0.0,1.02,1.02,1.02,1.02,0,0.0
460,461,00270,粤海投资,7.97,0.0,0.0,7.97,7.97,7.97,7.97,15,118.0
461,462,00268,金蝶国际,16.3,0.0,0.0,16.3,16.3,16.3,16.3,0,0.0
462,463,00267,中信股份,9.08,0.0,0.0,9.08,9.08,9.08,9.08,0,0.0
463,464,00256,冠城钟表珠宝,1.15,0.0,0.0,1.15,1.15,1.15,1.15,0,0.0
464,465,00215,和记电讯香港,1.27,0.0,0.0,1.27,1.27,1.27,1.27,0,0.0
465,466,00200,新濠国际发展,8.83,0.0,0.0,8.83,8.83,8.83,8.83,0,0.0
466,467,00187,京城机电股份,3.08,0.0,0.0,3.08,3.08,3.08,3.08,0,0.0
467,468,00185,正商实业,1.14,0.0,0.0,1.14,1.14,1.14,1.14,0,0.0
468,469,00179,德昌电机控股,9.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0.0
469,470,00177,江苏宁沪高速公路,7.76,0.0,0.0,7.76,7.76,7.76,7.76,294000,2291232.0
470,471,00175,吉利汽车,9.3,0.0,0.0,9.3,9.3,9.3,9.3,0,0.0
471,472,00168,青岛啤酒股份,79.55,0.0,0.0,79.55,79.55,79.55,79.55,0,0.0
472,473,00165,中国光大控股,5.53,0.0,0.0,5.53,5.53,5.53,5.53,0,0.0
473,474,00144,招商局港口,12.04,0.0,0.0,12.04,12.04,12.04,12.04,0,0.0
474,475,00142,第一太平,2.42,0.0,0.0,2.42,2.42,2.42,2.42,0,0.0
475,476,00136,中国儒意,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0,0.0
476,477,00123,越秀地产,11.94,0.0,0.0,11.94,11.94,11.94,11.94,0,0.0
477,478,00119,保利置业集团,1.85,0.0,0.0,1.85,1.85,1.85,1.85,0,0.0
478,479,00107,四川成渝高速公路,1.92,0.0,0.0,1.92,1.92,1.92,1.92,0,0.0
479,480,00095,绿景中国地产,1.57,0.0,0.0,1.57,1.57,1.57,1.57,0,0.0
480,481,00087,太古股份公司B,9.78,0.0,0.0,9.78,9.78,9.78,9.78,0,0.0
481,482,00083,信和置业,10.32,0.0,0.0,10.32,10.32,10.32,10.32,2726000,28132320.0
482,483,00081,中国海外宏洋集团,3.17,0.0,0.0,3.17,3.17,3.17,3.17,0,0.0
483,484,00038,第一拖拉机股份,4.22,0.0,0.0,4.22,4.22,4.22,4.22,0,0.0
484,485,00023,东亚银行,10.16,0.0,0.0,10.16,10.16,10.16,10.16,0,0.0
485,486,00014,希慎兴业,22.15,0.0,0.0,22.15,22.15,22.15,22.15,415000,9192250.0
486,487,00013,和黄医药,22.8,0.0,0.0,22.8,22.8,22.8,22.8,0,0.0
487,488,00008,电讯盈科,3.93,0.0,0.0,3.93,3.93,3.93,3.93,0,0.0
488,489,00004,九龙仓集团,18.18,-0.02,-0.11,18.18,18.18,18.18,18.2,1118317,20353369.0
489,490,00868,信义玻璃,13.86,-0.04,-0.29,13.86,13.86,13.86,13.9,2766000,38447400.0
490,491,00688,中国海外发展,19.72,-0.06,-0.3,19.72,19.72,19.72,19.78,68500,1354930.0
491,492,00883,中国海洋石油,11.56,-0.04,-0.34,11.56,11.56,11.56,11.6,0,0.0
492,493,01288,农业银行,2.88,-0.01,-0.35,2.88,2.88,2.88,2.89,0,0.0
493,494,02331,李宁,57.5,-0.2,-0.35,57.5,57.5,57.5,57.7,0,0.0
494,495,01313,华润水泥控股,4.36,-0.02,-0.46,4.36,4.36,4.36,4.38,0,0.0
495,496,06886,华泰证券,8.7,-0.04,-0.46,8.7,8.7,8.7,8.74,0,0.0
496,497,00853,微创医疗,20.95,-0.1,-0.48,20.95,20.95,20.95,21.05,0,0.0
497,498,01209,华润万象生活,41.5,-0.2,-0.48,41.5,41.5,41.5,41.7,0,0.0
498,499,01816,中广核电力,1.92,-0.01,-0.52,1.92,1.92,1.92,1.93,2343000,4521990.0
499,500,02328,中国财险,7.47,-0.04,-0.53,7.47,7.47,7.47,7.51,70000,525700.0
500,501,03323,中国建材,7.2,-0.04,-0.55,7.2,7.2,7.2,7.24,0,0.0
501,502,01919,中远海控,8.87,-0.05,-0.56,8.87,8.87,8.87,8.92,473,4176.0
502,503,00659,新创建集团,6.8,-0.04,-0.58,6.8,6.8,6.8,6.84,0,0.0
503,504,01071,华电国际电力股份,3.26,-0.02,-0.61,3.26,3.26,3.26,3.28,5906000,19371680.0
504,505,01177,中国生物制药,4.36,-0.03,-0.68,4.36,4.36,4.36,4.39,404000,1773560.0
505,506,00388,香港交易所,330.4,-2.6,-0.78,330.4,330.4,330.4,333.0,0,0.0
506,507,00763,中兴通讯,25.35,-0.2,-0.78,25.35,25.35,25.35,25.55,0,0.0
507,508,02343,太平洋航运,3.3,-0.03,-0.9,3.3,3.3,3.3,3.33,44379000,147782070.0
508,509,03996,中国能源建设,1.06,-0.01,-0.93,1.06,1.06,1.06,1.07,0,0.0
509,510,00323,马鞍山钢铁股份,1.83,-0.02,-1.08,1.83,1.83,1.83,1.85,0,0.0
510,511,00570,中国中药,4.4,-0.05,-1.12,4.4,4.4,4.4,4.45,733,3217.0
511,512,02799,中国华融,0.425,-0.005,-1.16,0.425,0.425,0.425,0.43,0,0.0
512,513,01088,中国神华,25.0,-0.3,-1.19,25.0,25.0,25.0,25.3,299500,7577350.0
513,514,00836,华润电力,16.5,-0.2,-1.2,16.5,16.5,16.5,16.7,0,0.0
514,515,00358,江西铜业股份,12.0,-0.16,-1.32,12.0,12.0,12.0,12.16,0,0.0
515,516,02628,中国人寿,13.02,-0.18,-1.36,13.02,13.02,13.02,13.2,371000,4897200.0
516,517,00151,中国旺旺,5.05,-0.07,-1.37,5.05,5.05,5.05,5.12,3095759,15850222.0
517,518,02601,中国太保,21.55,-0.3,-1.37,21.55,21.55,21.55,21.85,0,0.0
518,519,01308,海丰国际,17.0,-0.24,-1.39,17.0,17.0,17.0,17.24,97,1654.0
519,520,01972,太古地产,19.86,-0.29,-1.44,19.86,19.86,19.86,20.15,401600,8085332.0
520,521,00941,中国移动,65.0,-0.95,-1.44,65.0,65.0,65.0,65.95,0,0.0
521,522,00066,港铁公司,37.8,-0.6,-1.56,37.8,37.8,37.8,38.4,361,13754.0
522,523,03969,中国通号,3.02,-0.05,-1.63,3.02,3.02,3.02,3.07,0,0.0
523,524,00003,香港中华煤气,7.09,-0.12,-1.66,7.09,7.09,7.09,7.21,0,0.0
524,525,00981,中芯国际,18.8,-0.14,-0.74,18.8,18.8,18.8,18.94,0,0.0
525,526,01378,中国宏桥,7.89,-0.14,-1.74,7.89,7.89,7.89,8.03,437,3469.0
526,527,06837,海通证券,4.96,-0.09,-1.78,4.96,4.96,4.96,5.05,0,0.0
527,528,03690,美团-W,127.8,-2.6,-1.99,127.8,127.8,127.8,130.4,31035,4046925.0
528,529,01882,海天国际,21.5,-0.45,-2.05,21.5,21.5,21.5,21.95,0,0.0
529,530,00857,中国石油股份,4.3,-0.09,-2.05,4.3,4.3,4.3,4.39,1563,6767.0
530,531,01800,中国交通建设,4.98,-0.11,-2.16,4.98,4.98,4.98,5.09,0,0.0
531,532,00316,东方海外国际,131.0,-3.0,-2.24,131.0,131.0,131.0,134.0,384000,51456000.0
532,533,09633,农夫山泉,43.5,-1.0,-2.25,43.5,43.5,43.5,44.5,0,0.0
533,534,00016,新鸿基地产,103.5,-2.4,-2.27,103.5,103.5,103.5,105.9,32961,3490569.0
534,535,02013,微盟集团,5.05,-0.12,-2.32,5.05,5.05,5.05,5.17,0,0.0
535,536,00939,建设银行,5.0,-0.12,-2.34,5.0,5.0,5.0,5.12,1238000,6338560.0
536,537,01113,长实集团,46.3,-1.2,-2.53,46.3,46.3,46.3,47.5,283,13329.0
537,538,00285,比亚迪电子,21.0,-0.6,-2.78,21.0,21.0,21.0,21.6,0,0.0
538,539,01528,红星美凯龙,3.43,-0.1,-2.83,3.43,3.43,3.43,3.53,0,0.0
539,540,01910,新秀丽,22.95,-0.7,-2.96,22.95,22.95,22.95,23.65,394300,9402241.0
540,541,01299,友邦保险,76.6,-2.35,-2.98,76.6,76.6,76.6,78.95,618054,48642411.0
541,542,01302,先健科技,2.78,-0.09,-3.14,2.78,2.78,2.78,2.87,0,0.0
542,543,00390,中国中铁,5.23,-0.17,-3.15,5.23,5.23,5.23,5.4,0,0.0
543,544,06110,滔搏,6.65,-0.22,-3.2,6.65,6.65,6.65,6.87,0,0.0
544,545,01772,赣锋锂业,45.5,-1.55,-3.29,45.5,45.5,45.5,47.05,381400,17850778.0
545,546,00005,汇丰控股,52.0,-1.8,-3.35,52.0,52.0,52.0,53.8,0,0.0
546,547,06878,鼎丰集团汽车,0.17,-0.006,-3.41,0.17,0.17,0.17,0.176,0,0.0
547,548,01211,比亚迪股份,198.0,-7.0,-3.41,198.0,198.0,198.0,205.0,3843,787060.0
548,549,02318,中国平安,49.8,-1.8,-3.49,49.8,49.8,49.8,51.6,0,0.0
549,550,01928,金沙中国有限公司,25.85,-0.95,-3.54,25.85,25.85,25.85,26.8,0,0.0
550,551,02600,中国铝业,3.82,-0.15,-3.78,3.82,3.82,3.82,3.97,0,0.0
551,552,00011,恒生银行,113.0,-4.5,-3.83,113.0,113.0,113.0,117.5,57300,6732750.0
552,553,02020,安踏体育,98.0,-4.2,-4.11,98.0,98.0,98.0,102.2,0,0.0
553,554,03998,波司登,4.16,-0.18,-4.15,4.16,4.16,4.16,4.34,0,0.0
554,555,00665,海通国际,0.67,-0.03,-4.29,0.67,0.67,0.67,0.7,0,0.0
555,556,06618,京东健康,57.0,-2.65,-4.44,57.0,57.0,57.0,59.65,0,0.0
556,557,00386,中国石油化工股份,4.65,-0.25,-5.1,4.65,4.65,4.65,4.9,976,4733.0
557,558,00700,腾讯控股,321.0,-18.4,-5.42,321.0,321.0,321.0,339.4,79200,26880480.0
558,559,00302,中手游,1.87,-0.2,-9.66,1.87,1.87,1.87,2.07,0,0.0
559,560,01725,香港航天科技,11.06,-1.92,-14.79,11.06,11.06,11.06,12.98,0,0.0
560,561,01099,国药控股,20.45,-3.6,-14.97,20.45,20.45,20.45,24.05,0,0.0
